Manager,Fund,1,2,3,4,5
30000000000000021237,233001,114.07 ,90.45 ,168.51 ,247.07 ,96.80 
30000000000000021237,233007,535.72 ,417.72 ,570.90 ,742.06 ,681.23 
30000000000000021326,233011,442.57 ,272.57 ,231.44 ,240.08 ,193.18 
30000000000000017746,240004,1292.82 ,753.79 ,933.83 ,908.53 ,873.41 
30000000000000019657,240010,2545.02 ,1578.90 ,1768.13 ,1806.37 ,2045.92 
30000000000000018295,255010,161.89 ,130.15 ,155.70 ,217.07 ,260.31 
30000000000000018289,257020,4000.30 ,1855.93 ,740.94 ,1429.90 ,1120.59 
30000000000000018295,257030,384.08 ,277.14 ,417.65 ,1400.02 ,1037.43 
30000000000000018239,257060,123.20 ,78.79 ,97.70 ,115.37 ,145.52 
30000000000000021643,260103,1758.86 ,1167.13 ,1738.99 ,1626.24 ,1351.87 
30000000000000015927,260108,1982.10 ,3648.90 ,17518.11 ,39319.25 ,51694.06 
30000000000000017320,270010,1243.18 ,1717.86 ,2204.48 ,1843.09 ,1302.24 
30000000000000020177,288002,3029.74 ,2246.89 ,2488.92 ,2766.07 ,2554.10 
30000000000000022626,290002,1232.26 ,800.61 ,987.33 ,1112.27 ,834.88 
30000000000000022604,290005,64.24 ,51.88 ,64.04 ,48.24 ,46.00 
30000000000000022492,290012,90.63 ,61.48 ,76.84 ,84.66 ,67.20 
30000000000000020537,320010,225.75 ,173.62 ,327.51 ,370.19 ,258.54 
30000000000000020537,320014,53.10 ,36.25 ,265.84 ,377.75 ,141.94 
30000000000000021311,340006,1565.68 ,1113.87 ,1698.39 ,2382.48 ,2665.81 
30000000000000024688,373010,2114.33 ,1373.96 ,1384.48 ,1191.91 ,1017.74 
30000000000000024683,373020,296.56 ,186.86 ,386.65 ,776.38 ,774.79 
30000000000000024688,377010,2252.92 ,1182.72 ,1575.88 ,1544.75 ,1321.16 
30000000000000024396,377240,2830.67 ,1943.58 ,3041.26 ,5504.38 ,8220.32 
30000000000000018427,379010,449.65 ,361.25 ,594.06 ,833.52 ,636.05 
30000000000000024932,398011,506.02 ,363.02 ,571.97 ,519.11 ,367.09 
30000000000000024937,398021,1641.25 ,975.58 ,1247.08 ,1272.78 ,3129.84 
30000000000000024932,398031,96.76 ,69.93 ,83.77 ,86.21 ,67.87 
30000000000000024937,398061,504.45 ,285.87 ,410.72 ,517.70 ,547.43 
30000000000000015285,400007,472.84 ,339.92 ,354.28 ,348.50 ,220.22 
30000000000000015320,400015,190.43 ,29.41 ,88.22 ,4709.64 ,22440.60 
30000000000000015285,400025,180.40 ,157.36 ,277.28 ,417.90 ,306.69 
30000000000000018442,410003,477.48 ,414.23 ,572.20 ,1284.13 ,1583.25 
30000000000000018375,410006,17.22 ,11.10 ,108.32 ,12.79 ,12.72 
30000000000000018442,410007,110.71 ,78.27 ,73.46 ,224.70 ,1251.33 
30000000000000017892,450001,283.41 ,222.60 ,330.63 ,622.33 ,2052.39 
30000000000000017812,450002,3239.29 ,2977.90 ,4563.75 ,6501.29 ,4340.32 
30000000000000017892,450003,1440.17 ,1114.54 ,2059.71 ,3077.09 ,3492.92 
30000000000000017862,450004,163.87 ,111.15 ,232.32 ,505.32 ,2270.08 
30000000000000018039,450007,98.90 ,65.59 ,85.48 ,72.51 ,56.57 
30000000000000017842,450008,251.27 ,126.77 ,244.19 ,407.00 ,432.07 
30000000000000017812,450009,1601.32 ,2138.63 ,3079.00 ,3634.38 ,4781.71 
30000000000000017892,450011,46.02 ,52.18 ,58.38 ,597.34 ,644.61 
30382111,457001,425.20 ,320.45 ,397.74 ,716.83 ,927.26 
30000000000000018975,460007,227.16 ,141.04 ,329.82 ,700.93 ,316.01 
30381649,460009,3139.11 ,3277.62 ,1871.40 ,721.95 ,910.63 
30000000000000016654,470007,1251.52 ,1337.39 ,1098.42 ,990.66 ,809.74 
30000000000000016682,470008,1321.43 ,872.71 ,1251.18 ,3895.62 ,1642.83 
30000000000000016888,470009,5267.89 ,3296.62 ,4094.88 ,5413.22 ,3200.76 
30000000000000016766,470068,77.96 ,57.96 ,89.34 ,87.79 ,68.95 
30000000000000018845,470068,77.96 ,57.96 ,89.34 ,87.79 ,68.95 
30000000000000016161,481001,4739.95 ,3815.14 ,4323.09 ,5513.86 ,5471.29 
30380228,481006,595.24 ,418.02 ,524.27 ,622.20 ,711.40 
30000000000000016030,481008,608.08 ,557.82 ,439.94 ,492.64 ,436.94 
30000000000000016297,481009,2044.72 ,3627.58 ,3301.50 ,2389.54 ,1672.27 
30000000000000016030,481013,879.42 ,389.89 ,595.89 ,571.10 ,369.23 
30000000000000018117,501000,220.35 ,6.77 ,155.66 ,1.39 ,1.45 
30000000000000016654,501005,437.41 ,266.69 ,385.98 ,1236.71 ,1237.31 
30000000000000016654,501007,44.44 ,30.57 ,42.48 ,57.98 ,48.41 
30000000000000018845,501009,52.17 ,67.55 ,112.13 ,1291.38 ,2044.60 
30000000000000018845,501011,34.70 ,29.69 ,107.83 ,182.96 ,833.94 
30000000000000016766,501030,78.06 ,46.26 ,52.05 ,159.09 ,442.30 
30000000000000016654,501036,148.63 ,105.38 ,275.22 ,206.03 ,267.02 
30000000000000023475,501038,1232.35 ,941.77 ,941.41 ,539.11 ,535.86 
30000000000000097575,501049,2044.27 ,1563.16 ,2463.35 ,18719.81 ,16542.35 
30000000000000022071,501302,50.31 ,53.56 ,67.90 ,85.31 ,117.65 
30000000000000016766,501305,217.74 ,84.07 ,72.63 ,84.83 ,75.87 
30381531,502000,216.10 ,158.51 ,389.11 ,508.21 ,2244.36 
30000000000000018117,502020,83.93 ,37.17 ,89.57 ,27.74 ,34.27 
30382125,510090,116.72 ,88.65 ,100.08 ,85.81 ,82.76 
30000000000000018239,510170,143.70 ,90.87 ,120.51 ,144.56 ,217.71 
30000000000000026898,510310,4072.35 ,4954.88 ,9264.10 ,9406.77 ,10664.58 
30000000000000019998,510330,18698.03 ,22810.77 ,31140.01 ,30588.19 ,28908.85 
30000000000000017320,510360,1513.76 ,2210.51 ,3859.14 ,2593.82 ,1639.52 
30000000000000022071,510500,18517.13 ,33467.65 ,44539.67 ,38237.05 ,54543.72 
30000000000000017320,510510,1434.84 ,3301.67 ,5078.21 ,3399.98 ,3119.01 
30000000000000026898,510580,43.13 ,9.65 ,903.30 ,898.98 ,1502.96 
30382125,510800,210.82 ,111.65 ,279.89 ,432.73 ,578.97 
30000000000000016654,510810,10089.79 ,8058.82 ,12065.94 ,10139.56 ,7412.48 
30000000000000026898,512010,161.73 ,474.64 ,1343.72 ,2251.05 ,7526.06 
30000000000000026898,512070,1087.21 ,1111.52 ,2095.61 ,3487.38 ,3928.30 
30381494,512120,78.74 ,84.09 ,89.02 ,163.04 ,228.24 
30000000000000022071,512200,70.20 ,47.71 ,179.99 ,1947.94 ,2155.48 
30000000000000022183,512330,100.74 ,110.81 ,781.68 ,1050.66 ,652.04 
30000000000000020498,512500,866.97 ,2206.50 ,5597.66 ,5403.23 ,6012.71 
30000000000000022183,512700,70.53 ,103.54 ,351.96 ,1750.48 ,2507.12 
30000000000000022183,512900,326.73 ,442.42 ,2016.54 ,6761.86 ,8833.39 
30000000000000026898,513050,1233.60 ,847.81 ,1418.41 ,5540.78 ,32652.75 
30000000000000022071,513600,75.21 ,69.19 ,108.36 ,252.01 ,443.23 
30000000000000023475,519001,5325.19 ,3303.72 ,4253.13 ,4682.64 ,3626.92 
30000000000000016575,519008,2161.91 ,1927.87 ,2579.89 ,3242.31 ,3385.76 
30593893,519017,1104.87 ,728.74 ,1054.65 ,1331.89 ,1731.75 
30000000000000020183,519029,1489.74 ,1031.99 ,1363.78 ,1422.25 ,1091.76 
30000000000000016772,519069,5246.82 ,8392.73 ,13938.11 ,19291.49 ,18792.78 
30382511,519087,1127.08 ,808.12 ,1236.51 ,1547.71 ,1164.86 
30000000000000023108,519113,445.25 ,250.41 ,306.18 ,206.45 ,276.72 
30000000000000023108,519120,591.76 ,298.05 ,356.79 ,256.39 ,275.89 
30000000000000023183,519127,356.20 ,205.23 ,331.16 ,276.53 ,182.99 
30000000000000023183,519175,349.68 ,125.15 ,184.40 ,299.74 ,48.52 
30000000000000014864,519300,2048.12 ,1598.59 ,2052.19 ,1846.86 ,1370.16 
30000000000000018990,519688,2795.06 ,3336.30 ,6170.54 ,10541.39 ,9206.46 
30000000000000015545,519692,2807.20 ,2062.70 ,2767.82 ,3469.80 ,2996.44 
30377487,519696,121.14 ,108.54 ,129.39 ,120.11 ,93.30 
30264047,519696,121.14 ,108.54 ,129.39 ,120.11 ,93.30 
30000000000000019209,519700,840.87 ,444.95 ,1455.97 ,3168.66 ,1935.76 
30378692,519710,757.84 ,979.35 ,662.63 ,535.71 ,768.17 
30382909,519727,81.19 ,56.36 ,2618.02 ,2239.52 ,1516.62 
30000000000000018990,519736,2005.36 ,2565.43 ,6809.37 ,11799.39 ,12608.74 
30000000000000019209,519756,758.41 ,490.23 ,478.54 ,378.85 ,404.32 
30000000000000018299,519767,79.76 ,188.76 ,242.20 ,327.21 ,330.75 
30000000000000019078,519772,1640.45 ,4184.20 ,7348.82 ,16092.00 ,7701.98 
30377487,519779,240.04 ,447.23 ,424.67 ,578.77 ,1103.60 
30000000000000019751,519908,947.54 ,616.27 ,763.72 ,929.78 ,1099.65 
30000000000000018234,530001,975.21 ,637.44 ,860.08 ,1225.31 ,1454.65 
30382125,530010,122.87 ,93.28 ,104.35 ,88.68 ,82.12 
30382125,530015,220.87 ,279.47 ,986.96 ,595.87 ,454.54 
30000000000000018150,530018,94.28 ,76.80 ,94.54 ,110.45 ,101.74 
30000000000000021040,570005,701.76 ,1894.74 ,1653.68 ,1200.28 ,489.43 
30000000000000198292,570006,49.58 ,35.12 ,41.80 ,95.47 ,23.94 
30000000000000021083,570007,71.65 ,58.21 ,42.86 ,43.16 ,30.90 
30000000000000020998,571002,30.66 ,23.31 ,31.64 ,74.19 ,81.13 
30000000000000025141,610006,152.81 ,89.77 ,102.84 ,124.60 ,799.35 
30000000000000101228,620001,113.92 ,85.89 ,128.57 ,89.82 ,214.88 
30000000000000101228,620006,17.72 ,10.28 ,12.13 ,187.37 ,186.98 
30000000000000020164,660006,273.29 ,207.61 ,230.50 ,212.28 ,174.51 
30000000000000020164,660008,857.89 ,695.23 ,845.90 ,657.29 ,506.59 
30000000000000020164,660011,86.09 ,74.91 ,102.58 ,76.85 ,63.15 
30380226,673071,281.19 ,17.54 ,15.47 ,86.85 ,106.28 
30380226,673081,213.18 ,213.92 ,55.45 ,8.62 ,8.75 
30380226,673120,195.48 ,77.93 ,168.03 ,184.84 ,3.22 
30249178,690005,231.27 ,150.50 ,485.20 ,1107.95 ,475.15 
30391589,690011,49.67 ,34.45 ,44.13 ,173.43 ,482.39 
30381526,700003,100.49 ,58.77 ,86.26 ,98.07 ,2567.68 
30380099,720001,1069.38 ,606.18 ,3024.66 ,2323.17 ,2895.87 
