Manager,NAME,Fund,CategoryID,Firm,Return,Year,age,size,dc
30000000000000016782,吴振翔,001050.OF,1,汇添富基金,0.369738339,2,8.876712329,975.54,0.198601 
30000000000000019720,徐猛,000071.OF,1,华夏基金,0.316120907,2,8.032876712,1024.22,0.198601 
30000000000000020498,荣膺,001052.OF,1,华夏基金,0.261339093,2,7.2,1176.39,0.264336 
30000000000000022082,章晖,000527.OF,4,南方基金,0.451301832,2,8.6,1059.92,0.023077 
30381649,田汉卿,000172.OF,4,华泰柏瑞基金,0.056508577,2,10.41917808,158.31,0.198601 
30381532,盛豪,000877.OF,4,华泰柏瑞基金,0.366171894,2,8.221917808,521.43,0.264336 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.744721689,2,8.654794521,191.24,0.264336 
30382645,张跃鹏,001110.OF,4,中欧基金,0.098552078,2,7.97260274,2.16,0.023077 
30000000000000025372,周蔚文,001117.OF,4,中欧基金,0.624161074,2,7.084931507,1100.16,0.000699 
30000000000000021818,李君,001122.OF,4,鹏华基金,0.113765147,2,8.616438356,899.04,0.264336 
30382645,张跃鹏,001110.OF,4,中欧基金,0.101363712,2,7.97260274,1.73,0.023077 
30000000000000023935,张鹏,001150.OF,4,融通基金,0.307368421,2,8.345205479,1411.35,0.024476 
30000000000000022241,吴华,001170.OF,4,宏利基金,0.520949721,2,8.701369863,963.48,0.198601 
30381341,邱杰,001178.OF,1,前海开源基金,0.572178478,2,8.62739726,550.73,0.264336 
30243212,黎莹,001179.OF,4,德邦基金,0.451101138,2,8.580821918,394.89,0.264336 
30000000000000021818,李君,001122.OF,4,鹏华基金,0.099615183,2,8.616438356,1415.58,0.264336 
30000000000000072235,纪文静,001202.OF,4,东证资管,0.172033898,2,8.471232877,820.13,0.264336 
30000000000000020925,陈国光,001210.OF,4,天弘基金,0.712459416,2,7.860273973,619.37,0.189510 
30000000000000016012,桂征辉,001242.OF,1,博时基金,0.353199943,2,8.452054795,934.93,0.641958 
30000000000000016161,何肖颉,001008.OF,1,工银瑞信,0.480662983,2,8.931506849,777.62,0.641958 
30000000000000024792,许定晴,001252.OF,4,中海基金,0.472769409,2,7.42739726,46.09,0.198601 
30000000000000014777,孙蓓琳,001280.OF,4,银华基金,0.508072175,2,6.147945205,314.77,0.264336 
30000000000000072235,纪文静,001202.OF,4,东证资管,0.180138568,2,8.471232877,1100.32,0.264336 
30000000000000018427,郭晨,001313.OF,1,上投摩根基金,0.635814889,2,8.567123288,1127.28,0.641958 
30391651,李君,001316.OF,4,安信基金,0.109037013,2,6.016438356,43.56,#N/A
30000000000000015502,刘元海,001323.OF,4,东吴基金,0.300518135,2,7.682191781,103.71,0.264336 
30000000000000022104,吴剑毅,000326.OF,1,南方基金,0.187444739,2,8.180821918,90.34,0.198601 
30000000000000026898,余海燕,000950.OF,1,易方达基金,0.398964355,2,8.945205479,230.46,0.024476 
30000000000000020537,梅律吾,001351.OF,1,诺安基金,0.261559696,2,8.567123288,84.64,0.264336 
30382534,杨成,001370.OF,4,中银基金,0.219323671,2,8.276712329,185.64,0.198601 
30000000000000018975,吕慧建,001398.OF,4,华泰柏瑞基金,0.6276771,2,8.542465753,464.8,0.264336 
30381011,孔令超,001405.OF,4,东证资管,0.10566944,2,7.408219178,287.43,0.264336 
30000000000000017578,孔令超,001405.OF,4,东证资管,0.10566944,2,7.408219178,287.43,0.264336 
30378912,冯明远,001410.OF,1,信达澳亚基金,0.892971246,2,7.202739726,798.4,0.641958 
30383013,张自力,000043.OF,1,嘉实基金,0.472826087,2,10.55342466,3624.96,0.023077 
30000000000000016862,刘江,001417.OF,4,汇添富基金,0.459459459,2,8.542465753,7156.12,0.264336 
30000000000000023671,余志勇,001470.OF,4,融通基金,0.125338142,2,8.550684932,1096.41,0.024476 
30380099,金梓才,001480.OF,4,财通基金,0.729281768,2,8.512328767,452.06,0.264336 
30000000000000018427,郭晨,001313.OF,1,上投摩根基金,0.592783505,2,8.567123288,57.39,0.641958 
30000000000000016671,李威,001490.OF,1,汇添富基金,0.511049724,2,8.482191781,508.97,0.264336 
30000000000000019355,桑俊,001499.OF,4,国投瑞银基金,0.150228388,2,7.583561644,70.1,0.264336 
30000000000000019355,桑俊,001499.OF,4,国投瑞银基金,0.422310757,2,7.583561644,51.93,0.264336 
30379471,李德辉,001538.OF,4,上投摩根基金,0.659887006,2,7.120547945,48.44,0.264336 
30000000000000097421,周云,000480.OF,4,东证资管,0.276614311,2,8.301369863,2170.35,0.000699 
30000000000000022104,吴剑毅,000326.OF,1,南方基金,0.140555058,2,8.180821918,41.08,0.198601 
30000000000000022104,吴剑毅,000326.OF,1,南方基金,0.110581506,2,8.180821918,402.87,0.198601 
30000000000000015075,李达夫,001584.OF,4,国投瑞银基金,0.047358674,2,6.046575342,0.09,0.264336 
30382111,徐成,000934.OF,4,国海富兰克林基金,0.559833507,2,8.024657534,148.01,0.198601 
30000000000000013638,刘斌,001637.OF,1,嘉实基金,0.436881188,2,8.071232877,201.26,0.264336 
30000000000000016030,王筱苓,001651.OF,1,工银瑞信,0.378143972,2,8.408219178,291.24,0.198601 
30000000000000021919,林乐峰,001667.OF,4,南方基金,0.491899853,2,6.046575342,294.96,0.264336 
30000000000000016814,杨瑨,001668.OF,4,汇添富基金,0.358720487,2,6.934246575,331.78,0.044755 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.825255102,2,8.654794521,7.52,0.264336 
30378898,甘传琦,001701.OF,4,中融基金,0.552380952,2,6.575342466,19.73,0.641958 
30391651,李君,001316.OF,4,安信基金,0.096014493,2,6.016438356,506.24,#N/A
30000000000000016161,何肖颉,001008.OF,1,工银瑞信,0.258034894,2,8.931506849,6.04,0.641958 
30000000000000016564,张洋,000195.OF,4,工银瑞信,0.112176414,2,8.378082192,98.22,0.023077 
30382504,赵鹏飞,001725.OF,1,汇添富基金,0.342857143,2,6.78630137,3145.91,0.023077 
30000000000000016842,刘伟林,001726.OF,1,汇添富基金,0.513157895,2,8.084931507,469.75,0.264336 
30000000000000023475,倪明,001728.OF,4,银华基金,0.535374868,2,8.350684932,176.01,0.264336 
30000000000000036697,范妍,001736.OF,1,圆信永丰基金,0.354492993,2,8.180821918,1047.09,0.641958 
30380233,林英睿,001763.OF,4,广发基金,0.210526316,2,7.043835616,1430.62,0.264336 
30379284,李炳智,001765.OF,4,前海开源基金,0.101048618,2,6.934246575,0.18,0.264336 
30000000000000023275,王浩,001808.OF,4,银华基金,0.609250399,2,8.123287671,64.7,0.198601 
30415976,周紫光,001809.OF,4,中信建投基金,0.71366539,2,6.6,24.17,0.000699 
30000000000000024384,曹名长,001810.OF,4,中欧基金,0.258980785,2,8.117808219,3065.21,0.126573 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.158798283,2,8.654794521,2320.77,0.264336 
30000000000000019278,李轩,001838.OF,4,国投瑞银基金,0.202090592,2,8.084931507,1130.49,0.264336 
30000000000000018234,陶灿,000592.OF,1,建信基金,0.349545566,2,9.638356164,306,0.264336 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.476722533,2,8.654794521,40.31,0.264336 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.506503443,2,8.654794521,563.41,0.264336 
30381067,孟亚强,001897.OF,4,九泰基金,0.254901961,2,7.569863014,198.37,0.264336 
30000000000000020174,郑晓辉,000021.OF,4,华夏基金,0.497109827,2,10.64931507,611.25,0.023077 
30000000000000021025,黄文倩,001927.OF,4,华夏基金,0.443841983,2,7.912328767,1059.38,0.264336 
30000000000000016757,王健,001955.OF,4,中欧基金,0.703482587,2,7.161643836,58.67,0.198601 
30382029,肖世源,001965.OF,4,圆信永丰基金,0.349611543,2,6.531506849,313.08,0.198601 
30000000000000021922,曲扬,001102.OF,4,前海开源基金,0.462340672,2,8.654794521,896.03,0.264336 
30381784,曲径,001990.OF,4,中欧基金,0.469058993,2,7.969863014,85.95,0.264336 
30000000000000016564,张洋,000195.OF,4,工银瑞信,0.137219731,2,8.378082192,144.15,0.023077 
30000000000000015803,郑迎迎,002015.OF,4,南方基金,0.056687334,2,6.394520548,702.76,0.023077 
30382128,闫沛贤,002027.OF,4,中加基金,0.084765911,2,8.01369863,1454.73,0.198601 
30000000000000019713,林晶,002031.OF,4,华夏基金,0.283957518,2,6.821917808,727.53,0.264336 
30000000000000023671,余志勇,001470.OF,4,融通基金,0.124651163,2,8.550684932,1045.11,0.024476 
30000000000000018442,陈启明,002064.OF,4,华富基金,0.537621359,2,6.652054795,46.68,0.641958 
30000000000000015888,过钧,002095.OF,4,博时基金,0.220679151,2,7.84109589,346.38,0.641958 
30000000000000018117,宫雪,002155.OF,4,国金基金,0.391963693,2,6.301369863,26.05,0.641958 
30000000000000013841,李琪,002156.OF,4,长盛基金,0.209137056,2,7.304109589,1.39,0.264336 
30000000000000021794,应帅,002160.OF,4,南方基金,0.583714547,2,7.778082192,155.68,0.024476 
30000000000000014777,孙蓓琳,001280.OF,4,银华基金,0.188591385,2,6.147945205,14.46,0.264336 
30000000000000021981,陈乐,002220.OF,4,南方基金,0.434047109,2,6.005479452,125.9,0.641958 
30000000000000017340,刘宁,002222.OF,4,嘉实基金,0.053819444,2,7.734246575,124.83,0.264336 
30000000000000013404,马强,002227.OF,4,长城基金,0.093552789,2,7.715068493,799.9,0.264336 
30382517,张帆,002229.OF,1,华夏基金,0.368647717,2,6.98630137,1106.77,0.024476 
30000000000000015052,夏高,002236.OF,1,大成基金,0.433937824,2,7.912328767,89.09,0.198601 
30382308,翟云飞,002305.OF,4,光大保德信基金,0.392917369,2,7.909589041,53.8,0.641958 
30000000000000021448,程彧,002332.OF,1,汇丰晋信基金,0.44315273,2,7.142465753,949.58,0.641958 
30381341,邱杰,001178.OF,1,前海开源基金,0.696404276,2,8.62739726,77.59,0.264336 
30382534,杨成,001370.OF,4,中银基金,0.199811499,2,8.276712329,485.98,0.198601 
30377392,蔡晓,002449.OF,4,民生加银基金,0.159118727,2,7.621917808,16.73,#N/A
30378935,黄维,002450.OF,4,平安基金,0.620591039,2,7.356164384,9.79,0.264336 
30383011,张仲维,000698.OF,4,宝盈基金,0.790673575,2,7.279452055,87.6,0.023077 
30000000000000025365,腊博,002494.OF,4,兴业基金,0.111835974,2,7.734246575,110.92,0.264336 
30000000000000025365,腊博,002494.OF,4,兴业基金,0.180688337,2,7.734246575,123.76,0.264336 
30000000000000022188,罗安安,002577.OF,4,南方基金,0.568218299,2,6.046575342,158.73,0.264336 
30000000000000016030,王筱苓,001651.OF,1,工银瑞信,0.222109533,2,8.408219178,218.51,0.198601 
30000000000000023739,关山,002605.OF,4,融通基金,0.371198569,2,7.580821918,82.52,0.641958 
30382534,杨成,001370.OF,4,中银基金,0.173674589,2,8.276712329,732.09,0.198601 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.423095585,2,7.619178082,580.03,#N/A
30000000000000021237,王大鹏,002708.OF,4,摩根士丹利华鑫基金,0.581188119,2,7.506849315,126.33,0.198601 
30000000000000016591,赵耀,002717.OF,4,红塔基金,0.208647514,2,7.580821918,5.08,0.023077 
30000000000000018377,张惠,002728.OF,4,华富基金,0.099920698,2,7.317808219,1.62,0.024476 
30000000000000013685,吴达,002732.OF,4,长盛基金,0.129399586,2,7.493150685,22.84,0.198601 
30382504,赵鹏飞,001725.OF,1,汇添富基金,0.077759197,2,6.78630137,2037.62,0.023077 
30000000000000072235,纪文静,001202.OF,4,东证资管,0.215762024,2,8.471232877,793.84,0.264336 
30381649,田汉卿,000172.OF,4,华泰柏瑞基金,0.07146898,2,10.41917808,92.5,0.198601 
30382873,田汉卿,002804.OF,4,华泰柏瑞基金,0.07146898,2,7.602739726,92.5,0.198601 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.690416536,2,7.619178082,87.62,#N/A
30000000000000026574,刘格菘,002939.OF,4,广发基金,1.049658463,2,6.493150685,1309.1,0.264336 
30000000000000023779,何天翔,002955.OF,4,融通基金,0.600543478,2,7.375342466,105.4,0.641958 
30000000000000072235,纪文静,001202.OF,4,东证资管,0.142910904,2,8.471232877,616.25,0.264336 
30378805,葛兰,003095.OF,4,中欧基金,0.69924812,2,7.257534247,913.59,0.641958 
30378602,房雷,003117.OF,4,光大保德信基金,0.118139535,2,6.816438356,2.75,0.641958 
30000000000000021601,孙鲁闽,003161.OF,4,南方基金,0.144689341,2,7.276712329,603.03,0.264336 
30000000000000013841,李琪,002156.OF,4,长盛基金,0.240176553,2,7.304109589,83.81,0.264336 
30000000000000016896,顾耀强,000762.OF,4,汇添富基金,0.109879963,2,6.8,500.28,0.641958 
30382070,吴国清,003304.OF,4,前海开源基金,0.318637275,2,7.208219178,13.95,0.198601 
30382538,周户,003308.OF,4,中信建投基金,0.146245059,2,6.934246575,18.98,0.000699 
30000000000000022604,朱志权,003333.OF,4,泰信基金,0.183676834,2,7.030136986,48.72,0.000699 
30000000000000019017,何琦,003413.OF,4,华泰柏瑞基金,0.607168313,2,6.479452055,20.78,0.641958 
30000000000000022104,吴剑毅,000326.OF,1,南方基金,0.129497128,2,8.180821918,98.92,0.198601 
30000000000000021040,郝旭东,003561.OF,4,诺德基金,0.119066855,2,6.852054795,504.47,0.641958 
30000000000000019538,林材,003581.OF,4,新疆前海联合,0.326697892,2,7.008219178,44.63,0.264336 
30381045,刘重晋,003582.OF,4,中金基金,0.449204406,2,6.416438356,127.5,0.264336 
30380106,李游,003624.OF,1,创金合信基金,0.337596225,2,7.164383562,87.46,0.264336 
30593893,王磊,000587.OF,4,大成基金,0.089877357,2,6.564383562,809.75,0.198601 
30000000000000021080,王磊,003692.OF,4,大成基金,0.089877357,2,7.139726027,809.75,0.264336 
30000000000000017320,刘杰,003765.OF,1,广发基金,0.381220786,2,6.605479452,210.43,0.264336 
30381274,牛兴华,003831.OF,4,建信基金,0.151292569,2,6.838356164,499.3,0.264336 
30000000000000021107,郑泽鸿,003834.OF,1,华夏基金,0.504914005,2,6.569863014,332.87,0.023077 
30382534,杨成,001370.OF,4,中银基金,0.176190929,2,8.276712329,115.47,0.198601 
30000000000000017728,徐林明,000753.OF,4,华宝基金,0.465395691,2,9.293150685,145.26,0.198601 
30378264,戴杰,003889.OF,4,汇安基金,0.904204528,2,6.956164384,116.39,0.641958 
30000000000000023484,李晓星,003940.OF,4,银华基金,0.594166897,2,7.02739726,2644.06,0.264336 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.454292473,2,7.619178082,131.69,#N/A
30000000000000158407,赵治烨,000520.OF,4,上银基金,0.613731954,2,8.64109589,125.64,0.023077 
30000000000000017661,宋洋,001015.OF,1,华夏基金,0.105113358,2,7.120547945,37.97,0.264336 
30000000000000016964,陆秋渊,004263.OF,4,华安基金,0.469759735,2,6.506849315,123.73,0.264336 
30000000000000018879,白海峰,004266.OF,4,招商基金,0.221955478,2,6.638356164,18.73,0.028671 
30000000000000072235,纪文静,001202.OF,4,东证资管,0.236143028,2,8.471232877,1519.62,0.264336 
30382067,王霞,000423.OF,4,前海开源基金,0.460369656,2,9.021917808,14.71,0.198601 
30000000000000021414,吴培文,004351.OF,4,汇丰晋信基金,0.337459826,2,6.583561644,191.79,0.198601 
30000000000000017340,刘宁,002222.OF,4,嘉实基金,0.080735774,2,7.734246575,517.41,0.264336 
30381649,田汉卿,000172.OF,4,华泰柏瑞基金,0.488219545,2,10.41917808,287.77,0.198601 
30000000000000016774,郑慧莲,004436.OF,4,汇添富基金,0.101603315,2,6.054794521,88.11,0.023077 
30378829,黄华,004442.OF,4,中欧基金,0.09713288,2,6.742465753,799.69,0.264336 
30378899,黄瑞庆,004495.OF,4,博时基金,0.229134104,2,6.663013699,33,0.264336 
30000000000000021919,林乐峰,001667.OF,4,南方基金,0.161341223,2,6.046575342,118.05,0.264336 
30377392,蔡晓,002449.OF,4,民生加银基金,0.152049462,2,7.621917808,29.14,#N/A
30000000000000022183,孙伟,002656.OF,1,南方基金,0.323135965,2,7.619178082,40.82,#N/A
30382125,薛玲,004617.OF,4,建信基金,0.236621315,2,6.032876712,151.85,0.198601 
30000000000000021146,吕佳玮,004640.OF,1,华夏基金,0.40784763,2,6.391780822,201.29,0.264336 
30000000000000022071,罗文杰,004642.OF,1,南方基金,0.269845534,2,6.356164384,11.99,0.264336 
30381160,缪玮彬,004685.OF,4,金元顺安,0.135799062,2,6.131506849,87.06,0.264336 
30000000000000206392,黄春逢,004702.OF,4,南方基金,0.472400513,2,6.37260274,31.26,0.264336 
30382125,薛玲,004617.OF,4,建信基金,0.368892508,2,6.032876712,86.35,0.198601 
30378692,韩威俊,004868.OF,4,交银施罗德,0.517539964,2,6.353424658,128.89,0.641958 
30000000000000016862,刘江,001417.OF,4,汇添富基金,0.330649433,2,8.542465753,234.37,0.264336 
30378825,宫志芳,004888.OF,4,财通证券资管,0.207278812,2,6.339726027,165.5,0.641958 
30243537,韩浩,004936.OF,4,中航基金,0.368545154,2,6.049315068,2.93,0.641958 
30000000000000036697,范妍,001736.OF,1,圆信永丰基金,0.356631477,2,8.180821918,439.44,0.641958 
30000000000000021635,梁浩,005028.OF,4,鹏华基金,0.581867724,2,6.230136986,539.79,0.264336 
30381532,盛豪,000877.OF,4,华泰柏瑞基金,0.283647799,2,8.221917808,2229.34,0.264336 
30381649,田汉卿,000172.OF,4,华泰柏瑞基金,0.283647799,2,10.41917808,2229.34,0.198601 
30000000000000022104,吴剑毅,000326.OF,1,南方基金,0.12656187,2,8.180821918,90.48,0.198601 
30382872,曾文宏,005082.OF,4,诺德基金,0.116194626,2,6.008219178,0,#N/A
30378264,戴杰,003889.OF,4,汇安基金,0.568575064,2,6.956164384,148.46,0.641958 
30000000000000016591,赵耀,002717.OF,4,红塔基金,0.352737683,2,7.580821918,40.84,0.023077 
30380233,林英睿,001763.OF,4,广发基金,0.421058281,2,7.043835616,155.3,0.264336 
30000000000000023262,马君,005237.OF,1,银华基金,0.451476793,2,6.145205479,16.72,0.264336 
30000000000000023262,马君,005237.OF,1,银华基金,0.348177011,2,6.145205479,8.6,0.264336 
30381532,盛豪,000877.OF,4,华泰柏瑞基金,0.084924447,2,8.221917808,112.9,0.264336 
30000000000000027911,梁鹏,005270.OF,4,太平基金,0.304629865,2,6.084931507,149.06,0.264336 
30000000000000021313,王春,040005.OF,4,华安基金,0.560543969,2,8.180821918,1848.46,0.198601 
30000000000000017177,蒋璆,040015.OF,4,华安基金,0.451144612,2,8.547945205,170.94,0.264336 
30000000000000016012,桂征辉,001242.OF,1,博时基金,0.127117303,2,8.452054795,5408.1,0.641958 
30000000000000015975,陈雷,000264.OF,4,博时基金,0.319148936,2,6.81369863,240.34,0.641958 
30000000000000022086,胡涛,070099.OF,4,嘉实基金,0.236819728,2,9.369863014,1754.13,0.264336 
30243576,杨挺,090001.OF,4,大成基金,0.048032163,2,6.304109589,1686.38,0.024476 
30000000000000015009,杨挺,090001.OF,4,大成基金,0.048032163,2,6.304109589,1686.38,0.024476 
30000000000000015054,李博,090004.OF,4,大成基金,0.102856446,2,7.15890411,1112.46,#N/A
30593893,王磊,000587.OF,4,大成基金,0.531068766,2,6.564383562,129.56,0.198601 
30000000000000015052,夏高,002236.OF,1,大成基金,0.191612903,2,7.912328767,281.53,0.198601 
30000000000000014864,苏秉毅,090011.OF,4,大成基金,0.227532097,2,7.830136986,72.92,0.264336 
30243576,杨挺,090001.OF,4,大成基金,0.360839161,2,6.304109589,19.09,0.024476 
30000000000000014752,冉凌浩,000834.OF,1,大成基金,0.246344207,2,9.136986301,178.23,0.264336 
30000000000000026898,余海燕,000950.OF,1,易方达基金,0.357967007,2,8.945205479,4858.36,0.024476 
30000000000000019720,徐猛,000071.OF,1,华夏基金,0.393625828,2,8.032876712,1981.27,0.198601 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.457446809,2,7.619178082,349.18,#N/A
30000000000000016766,赖中立,159912.OF,1,汇添富基金,0.472934473,2,8.989041096,72.66,0.264336 
30000000000000018845,过蓓蓓,000248.OF,1,汇添富基金,0.472934473,2,8.416438356,72.66,0.641958 
30382125,薛玲,004617.OF,4,建信基金,0.545614476,2,6.032876712,298.13,0.198601 
30000000000000019720,徐猛,000071.OF,1,华夏基金,0.136091378,2,8.032876712,3900.98,0.198601 
30000000000000014864,苏秉毅,090011.OF,4,大成基金,0.384030418,2,7.830136986,33.2,0.264336 
30000000000000022071,罗文杰,004642.OF,1,南方基金,0.40336581,2,6.356164384,1150.08,0.264336 
30000000000000018845,过蓓蓓,000248.OF,1,汇添富基金,0.662870034,2,8.416438356,1525.88,0.641958 
30000000000000018845,过蓓蓓,000248.OF,1,汇添富基金,0.315111186,2,8.416438356,123.07,0.641958 
30000000000000018845,过蓓蓓,000248.OF,1,汇添富基金,0.112832551,2,8.416438356,14.58,0.641958 
30000000000000018845,过蓓蓓,000248.OF,1,汇添富基金,0.328308824,2,8.416438356,23.52,0.641958 
30000000000000019333,殷瑞飞,159933.OF,1,国投瑞银基金,0.378186969,2,10.18630137,318.02,0.024476 
30000000000000014864,苏秉毅,090011.OF,4,大成基金,0.45703125,2,7.830136986,207.84,0.264336 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.440979261,2,7.619178082,715.42,#N/A
30000000000000017320,刘杰,003765.OF,1,广发基金,0.444197976,2,6.605479452,1321.73,0.264336 
30000000000000022071,罗文杰,004642.OF,1,南方基金,0.239376285,2,6.356164384,5265.46,0.264336 
30000000000000022080,蒋秋洁,160133.OF,1,南方基金,0.517640864,2,8.547945205,716.66,0.264336 
30000000000000022183,孙伟,002656.OF,1,南方基金,0.04794826,2,7.619178082,180.3,#N/A
30380532,李湘杰,000041.OF,1,华夏基金,0.17598963,2,7.605479452,265.63,0.264336 
30000000000000020296,张城源,160323.OF,4,华夏基金,0.078337662,2,7.016438356,49.38,0.024476 
30000000000000021571,伍旋,160613.OF,4,鹏华基金,0.246070947,2,12.01643836,98.47,0.198601 
30000000000000021675,袁航,000778.OF,1,鹏华基金,0.557199211,2,9.161643836,335.6,0.024476 
30000000000000015010,戴军,160916.OF,4,大成基金,0.409772349,2,8.619178082,1416.51,0.641958 
30381892,魏庆国,160918.OF,4,大成基金,0.144171123,2,8.739726027,800.95,0.198601 
30000000000000015009,杨挺,090001.OF,4,大成基金,0.174505794,2,6.304109589,163.51,0.024476 
30000000000000014752,冉凌浩,000834.OF,1,大成基金,0.122712594,2,9.136986301,20.87,0.264336 
30000000000000014752,冉凌浩,000834.OF,1,大成基金,0.115508021,2,9.136986301,25.69,0.264336 
30000000000000019312,赵建,161211.OF,1,国投瑞银基金,0.355485232,2,8.893150685,427.2,0.023077 
30000000000000019333,殷瑞飞,159933.OF,1,国投瑞银基金,0.243636364,2,10.18630137,114.91,0.024476 
30000000000000019231,綦缚鹏,161222.OF,4,国投瑞银基金,0.365477338,2,7.435616438,177.22,0.264336 
30381901,吴潇,161225.OF,4,国投瑞银基金,0.659505908,2,6.838356164,114.21,0.198601 
30000000000000019312,赵建,161211.OF,1,国投瑞银基金,0.538404727,2,8.893150685,292.03,0.023077 
30381901,吴潇,161225.OF,4,国投瑞银基金,0.524253731,2,6.838356164,337.19,0.198601 
30381901,吴潇,161225.OF,4,国投瑞银基金,0.23503157,2,6.838356164,184.34,0.198601 
30000000000000023779,何天翔,002955.OF,4,融通基金,0.186226569,2,7.375342466,3770.08,0.641958 
30000000000000023602,邹曦,161606.OF,4,融通基金,0.287245074,2,11.50136986,955.77,0.000699 
30000000000000023814,蔡志伟,161607.OF,1,融通基金,0.150943396,2,8.890410959,622.3,#N/A
30000000000000023602,邹曦,161606.OF,4,融通基金,0.518181818,2,11.50136986,2566.94,0.000699 
30000000000000023814,蔡志伟,161607.OF,1,融通基金,0.460567823,2,8.890410959,103.23,#N/A
30000000000000023814,蔡志伟,161607.OF,1,融通基金,0.138502674,2,8.890410959,563.68,#N/A
30000000000000023779,何天翔,002955.OF,4,融通基金,0.591292329,2,7.375342466,303.14,0.641958 
30000000000000022241,吴华,001170.OF,4,宏利基金,0.421666934,2,8.701369863,701.66,0.198601 
30000000000000022186,张勋,162208.OF,1,宏利基金,0.356633201,2,9.115068493,278.53,0.023077 
30000000000000022201,庄腾飞,162214.OF,4,宏利基金,0.588064047,2,7.024657534,70.33,0.000699 
30000000000000018239,黄欣,000059.OF,1,国联安基金,0.245132743,2,7.369863014,143.12,0.264336 
30000000000000015927,刘彦春,162605.OF,4,景顺长城基金,0.19565786,2,8.482191781,2835.74,0.264336 
30000000000000026574,刘格菘,002939.OF,4,广发基金,0.289018705,2,6.493150685,1899.05,0.264336 
30000000000000017320,刘杰,003765.OF,1,广发基金,0.245636856,2,6.605479452,1083.45,0.264336 
30000000000000020537,梅律吾,001351.OF,1,诺安基金,0.035606061,2,8.567123288,11.96,0.264336 
30382113,徐达,163302.OF,4,摩根士丹利华鑫基金,0.054597852,2,7.542465753,580.74,0.198601 
30000000000000017842,张志强,164508.OF,1,国海富兰克林基金,0.394241417,2,8.77260274,52.37,0.023077 
30000000000000016766,赖中立,159912.OF,1,汇添富基金,0.117986799,2,8.989041096,362.06,0.264336 
30000000000000016297,刘伟琳,164811.OF,1,工银瑞信,0.110561427,2,9.210958904,22.03,0.264336 
30000000000000018150,梁洪昀,165309.OF,1,建信基金,0.358691164,2,14.16164384,492.9,0.264336 
30000000000000018150,梁洪昀,165309.OF,1,建信基金,0.314749471,2,14.16164384,100.36,0.264336 
30000000000000025372,周蔚文,001117.OF,4,中欧基金,0.272935108,2,7.084931507,1553.19,0.000699 
30000000000000025372,周蔚文,001117.OF,4,中欧基金,0.222041883,2,7.084931507,4363.49,0.000699 
30000000000000024384,曹名长,001810.OF,4,中欧基金,0.160482094,2,8.117808219,10003.77,0.126573 
30379788,曹名长,166005.OF,4,中欧基金,0.160482094,2,8.117808219,10003.77,0.264336 
30000000000000022897,王培,166006.OF,4,中欧基金,0.432477947,2,6.435616438,4856.46,0.198601 
30000000000000016757,王健,001955.OF,4,中欧基金,0.319254297,2,7.161643836,502.5,0.198601 
30000000000000024384,曹名长,001810.OF,4,中欧基金,0.237234302,2,8.117808219,120.36,0.126573 
30000000000000024384,曹名长,001810.OF,4,中欧基金,0.272213346,2,8.117808219,6063.53,0.126573 
30000000000000017731,赵菲,168203.OF,1,中融基金,0.024590164,2,8.539726027,116.44,0.023077 
30000000000000017731,赵菲,168203.OF,1,中融基金,0.112436116,2,8.539726027,478.45,0.023077 
30000000000000097687,孙伟,169104.OF,4,东证资管,0.365583456,2,6.975342466,1234.42,#N/A
30000000000000023475,倪明,001728.OF,4,银华基金,0.230362865,2,8.350684932,770.55,0.264336 
30000000000000023484,李晓星,003940.OF,4,银华基金,0.365714286,2,7.02739726,2309.97,0.264336 
30000000000000013327,储雯玉,200001.OF,4,长城基金,0.218783134,2,6.797260274,69.04,0.641958 
30000000000000013242,杨建华,200002.OF,1,长城基金,0.123098071,2,19.62465753,719.29,0.093706 
30000000000000013376,何以广,200007.OF,4,长城基金,0.360164885,2,6.797260274,1365.08,0.641958 
30000000000000013242,杨建华,200002.OF,1,长城基金,0.577732715,2,19.62465753,2671.8,0.093706 
30000000000000013376,何以广,200007.OF,4,长城基金,0.455444715,2,6.797260274,152.36,0.641958 
30000000000000021794,应帅,002160.OF,4,南方基金,0.152395785,2,7.778082192,1537.67,0.024476 
30000000000000021794,应帅,002160.OF,4,南方基金,0.153398865,2,7.778082192,1375.8,0.024476 
30000000000000022087,骆帅,202003.OF,4,南方基金,0.161270791,2,7.010958904,4044.07,0.264336 
30000000000000206392,黄春逢,004702.OF,4,南方基金,0.224568747,2,6.37260274,2964.54,0.264336 
30000000000000022080,蒋秋洁,160133.OF,1,南方基金,0.457579972,2,8.547945205,1861.63,0.264336 
30000000000000022188,罗安安,002577.OF,4,南方基金,0.180493274,2,6.046575342,1111.03,0.264336 
