Stock,BM_Y1,BM_Y2,BM_Y3,BM_Y4,BM_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5
605599.SH,0,0,0,0.3065131,0.430343551,0,0,0,10468.88919,7917.778004,0,0,0,0.346,-0.219558544
688001.SH,0,0.106869437,0.183344097,0.224083754,0.320600504,0,17756.28,17278.34886,15760.79458,11851.91746,0,0.825226711,-0.107360434,-0.085315,-0.245345135
688002.SH,0,0.138169431,0.059292992,0.099673184,0.238845874,0,16950.05,49395,34963.65,16587.62326,0,0.9045,1.917064846,-0.291029622,-0.525338781
688003.SH,0,0.287973148,0.264878069,0.209203073,0.273693354,0,5680.224,5838.976,7360.672,6152.5516,0,0.150588235,0.035452215,0.286075639,-0.156806944
688004.SH,0,0,0.268758016,0.374613089,0.607299956,0,0,2651.992,1997.088,1176.896,0,0,0.622871046,-0.24152598,-0.408513538
688005.SH,0,0.292429884,0.196241627,0.104838618,0.224679694,0,14748.11524,22846.94498,51784.18951,30998.22447,0,0.249812171,0.553171145,1.244099845,-0.403805806
688006.SH,0,0.139540041,0.077106747,0.065136772,0.188777995,0,15931.73,33295.03,43364.4222,17732.67141,0,0.448414145,1.100096829,0.300211129,-0.591838037
688007.SH,0,0.157863032,0.249040267,0.156766544,0.232993218,0,12508.05718,8398.640514,15552.19955,11363.69339,0,0.582857143,-0.328315884,0.85452965,-0.273306376
688008.SH,0,0.09059559,0.08618474,0.088432343,0.139622671,0,80905.97259,93638.97512,94882.69888,70992.67126,0,1.8875,0.160852395,0.016802317,-0.249800167
688009.SH,0,0.610725098,0.776317154,0.916548528,0.990052931,0,67329.1592,54827.42183,47520.29098,45779.28694,0,0.182905983,-0.126419653,-0.118726962,-0.000255823
688010.SH,0,0.27784777,0.415071852,0.410392816,0.598286894,0,6413.58194,4341.761529,4323.331695,2994.847889,0,0.655828707,-0.320125455,-0.000660064,-0.304650089
688011.SH,0,0.291620563,0.240229372,0.375106883,0.552682487,0,4197,5120,3281,2156,0,0.101864006,0.225286633,-0.357833965,-0.342883267
688012.SH,0,0.075900051,0.051834294,0.178680288,0.256364461,0,49421.2707,84288.93993,78016.55117,60398.12148,0,2.185108583,0.705519481,-0.196649534,-0.225829384
688013.SH,0,0,0.192772528,0.251634679,0.323086458,0,0,2416.8,2035.2,1573.607084,0,0,0.62244898,-0.152168421,-0.229963954
688015.SH,0,0.204601191,0.215554161,0.332989421,0.544843398,0,5296,6006.4,6883.616714,4510.643088,0,1.045735476,0.139469426,-0.005694193,-0.334652174
688016.SH,0,0.100773228,0.068247236,0.083461709,0.12630999,0,10577.90848,18080.91053,17903.84428,13606.74891,0,2.178888168,0.713069134,-0.007416497,-0.231421758
688017.SH,0,0,0.095015951,0.087391502,0.118669402,0,0,17641.04655,21019.93915,16315.49952,0,0,3.178551055,0.193680601,-0.220648224
688018.SH,0,0.119942696,0.137968858,0.119672351,0.251805965,0,13421.6,11894.93322,15233.40933,7254.306043,0,1.680031949,-0.110363915,0.285004373,-0.518178515
688019.SH,0,0.126532569,0.066269998,0.082611575,0.113157559,0,7014.55483,15815.67556,14539.86246,13446.2952,0,2.370247512,1.256948819,-0.081504903,-0.076610542
688020.SH,0,0.20976416,0.211292043,0.222493329,0.364811567,0,7258.4,7616.8,7292,4232.708085,0,0.683927246,0.054519222,-0.036706964,-0.417764246
688021.SH,0,0.296242652,0.189010094,0.228931524,0.4763008,0,2806.166935,4739.802207,4092.165773,1932.862436,0,0.387466565,0.693457945,-0.129644627,-0.52299152
688022.SH,0,0.184359311,0.250029207,0.132502976,0.196067363,0,4747.68,3585.6,7047.28542,5253.166116,0,0.704536642,-0.239783439,0.96867,-0.256299939
688023.SH,0,0.149499626,0.086648563,0.157052619,0.186279284,0,10370.3705,19266.66691,19684.26748,15607.62621,0,1.477876106,0.860458143,-0.035311349,-0.210337401
688025.SH,0,0.403264103,0.400010575,0.241403171,0.439869652,0,3893.335478,4037.430457,7153.597531,4164.551412,0,-0.038987688,0.04126242,0.768924159,-0.419386866
688026.SH,0,0,0.16678384,0.110233594,0.337386596,0,0,4778,8816,3377.13763,0,0,1.913739721,0.847706656,-0.61431951
688027.SH,0,0,0.08862827,0.120050659,0.199825498,0,0,18854.4,13872,8167.587792,0,0,5.514096186,-0.263815173,-0.412629758
688028.SH,0,0.169949597,0.283568443,0.233917443,0.548693639,0,5089.6,2976,3689.6,3426.596619,0,1.384557721,-0.404358184,0.257077764,-0.31744343
688029.SH,0,0.115577068,0.106413281,0.103477703,0.20907688,0,21414.404,24535.8934,28444.02128,15424.95373,0,2.061963775,0.15206759,0.158179485,-0.455865096
688030.SH,0,0.185304704,0.209238251,0.281971462,0.375884034,0,7441.426416,6812.446561,5345.427646,3507.253849,0,0.960588794,-0.083333979,-0.212519153,-0.33989528
688031.SH,0,0,0,0,0.15561355,0,0,0,0,10996.62819,0,0,0,0,0.92226447
688032.SH,0,0,0,0.212548409,0.122110175,0,0,0,28159.6,52480.4,0,0,0,0.262083184,0.869800551
688033.SH,0,0.193264407,0.375818929,0.174417338,0.418332288,0,12124.87882,6430.403904,14830.76406,12220.99216,0,0.326460481,-0.467636788,1.31396127,-0.339786051
688035.SH,0,0,0,0,0.300384004,0,0,0,0,7341.0064,0,0,0,0,0.119037294
688036.SH,0,0.226111936,0.086204371,0.111480811,0.247435345,0,36504,121712,125785.3101,63930.13183,0,0.298150782,2.370552838,0.037887209,-0.484817846
688037.SH,0,0.12262066,0.092257231,0.063161874,0.14533108,0,6156.36,8656.2,14205.5328,14494.77944,0,1.717463849,0.407464183,0.641971082,-0.070456754
688038.SH,0,0,0,0.332909132,0.521097427,0,0,0,2223.895674,1383.679726,0,0,0,1.222093023,-0.373021821
688039.SH,0,0.210472212,0.312680567,0.248320006,0.451122057,0,6640,4712,6169.91353,3024.71939,0,0.644215531,-0.28731,0.314678438,-0.506233377
688041.SH,0,0,0,0,0.182869426,0,0,0,0,93252.44421,0,0,0,0,0.114444444
688045.SH,0,0,0,0,0.361801819,0,0,0,0,3776.976963,0,0,0,0,-0.008159565
688046.SH,0,0,0,0,0.200567133,0,0,0,0,9860.5,0,0,0,0,0.067465601
688047.SH,0,0,0,0,0.11354063,0,0,0,0,34265.45,0,0,0,0,0.422743923
688048.SH,0,0,0,0,0.246693979,0,0,0,0,13119.29574,0,0,0,0,0.202909035
688049.SH,0,0,0,0.230012984,0.536110682,0,0,0,7443.22,3300.1,0,0,0,0.419497441,-0.556630061
688050.SH,0,0,0.083471898,0.07572789,0.076663581,0,0,18186.99127,22103.42915,24264.26746,0,0,4.155886736,0.216436623,0.099235076
688051.SH,0,0,0.237715606,0.358274414,0.429395717,0,0,6277.97412,3692.6985,2395.03398,0,0,0.601551506,-0.405507206,-0.351413613
688052.SH,0,0,0,0,0.202428839,0,0,0,0,32097.9264,0,0,0,0,0.383907478
688053.SH,0,0,0,0,0.270914525,0,0,0,0,6156,0,0,0,0,0.108589951
688055.SH,0,0,0.134335936,0.202764778,0.358497524,0,0,27933.33389,22833.33379,13400.00027,0,0,5.868852459,-0.181596659,-0.409969635
688056.SH,0,0,0.346365728,0.182319155,0.303732289,0,0,2136.63,4313.46,2721.729472,0,0,0.285887097,1.028504986,-0.365008512
688057.SH,0,0,0.3384248,0.448532507,0.845655245,0,0,9102.48,7101.48,3825.36,0,0,0.276315789,-0.19580097,-0.426638787
688058.SH,0,0.236820562,0.278074714,0.293551463,0.369528343,0,3966.4,3525.6,3244.4,2288.16,0,0.250441362,-0.107844716,-0.065311697,-0.28869042
688059.SH,0,0,0,0.127319054,0.157236091,0,0,0,6984.0696,7085.291381,0,0,0,3.309588568,0.025449275
688060.SH,0,0,0.184805441,0.217761092,0.275107385,0,0,4967.4,4395,3519.276228,0,0,0.86170452,-0.109480312,-0.19705256
688061.SH,0,0,0,0,0.35733743,0,0,0,0,7197.936023,0,0,0,0,-0.171621262
688062.SH,0,0,0,0,0.608859017,0,0,0,0,5774.22,0,0,0,0,-0.584770115
688063.SH,0,0,0.068259766,0.097362469,0.088180389,0,0,40045.89312,30504.373,48876.67684,0,0,3.618214286,-0.236512644,0.604527462
688065.SH,0,0,0.293033151,0.138893475,0.306272019,0,0,35438.80206,76786.15454,35749.12057,0,0,-0.362682653,1.183409242,-0.532376058
688066.SH,0,0.189387923,0.190970856,0.168680742,0.169841012,0,6357.161654,7026.974919,13408.00873,15871.90203,0,1.220289855,0.104236292,0.723635266,0.177712517
688067.SH,0,0,0,0.252543337,0.373040752,0,0,0,1891.08,1273.64,0,0,0,0.890550646,-0.316196728
688068.SH,0,0.221029488,0.306275333,0.393616193,0.594950884,0,2918.874283,2425.035336,7224.105007,5605.880627,0,0.593007468,-0.165449499,2.003992306,-0.192858717
688069.SH,0,0,0.372465186,0.504885838,0.689017161,0,0,3792.9966,2943.765,2146.65288,0,0,-0.047001518,-0.215823142,-0.260712727
688070.SH,0,0,0,0.235141543,0.180990526,0,0,0,2956.7008,3702.0066,0,0,0,0.467160622,0.25207346
688071.SH,0,0,0,0.096814076,0.122107555,0,0,0,4792.457681,4116.458179,0,0,0,3.791697014,-0.141054872
688072.SH,0,0,0,0,0.135386779,0,0,0,0,27414.27925,0,0,0,0,2.015442404
688073.SH,0,0,0,0,0.389311881,0,0,0,0,5332.881603,0,0,0,0,-0.066477273
688075.SH,0,0,0,0.296768123,0.708546015,0,0,0,8782.94288,7652.200318,0,0,0,0.829330608,-0.109846159
688076.SH,0,0,0,0.205584622,0.390604427,0,0,0,8810.886454,4890.436372,0,0,0,1.654463712,-0.441791483
688077.SH,0,0,0.296210962,0.169879134,0.293960914,0,0,3083.2,6175.2,4010.6277,0,0,0.372996081,1.02108015,-0.351443257
688078.SH,0,0.143671453,0.263174304,0.13772173,0.283007719,0,3615.325,1944.21,4117.65,2282.9777,0,1.366836498,-0.459542074,1.138447598,-0.447556203
688079.SH,0,0,0,0.267953002,0.449501156,0,0,0,5887.56001,3447.453339,0,0,0,0.447852699,-0.41046953
688080.SH,0,0,0.226746542,0.162373663,0.38035305,0,0,2867.854594,4598.004532,2159.678957,0,0,0.983889613,0.608741865,-0.529945496
688081.SH,0,0,0.327306029,0.362884378,0.488353089,0,0,2229.344,1848.096,1218.816,0,0,0.079960369,-0.163801354,-0.340501792
688082.SH,0,0,0,0.08689917,0.159464202,0,0,0,55408.59738,34641.21229,0,0,0,0.503529412,-0.374804382
688083.SH,0,0,0,0.129782193,0.160718394,0,0,0,21669.81949,16865.20652,0,0,0,1.327241169,-0.218298225
688084.SH,0,0,0,0,0.27079215,0,0,0,0,6255.491577,0,0,0,0,0.355854378
688085.SH,0,0,0.192797933,0.265964111,0.293522785,0,0,7958.72646,6338.645145,6267.805088,0,0,0.849236641,-0.199896749,-0.002815841
688086.SH,0,0,0.245314935,0.374035475,0,0,0,7453.435842,4188.393066,460.7232373,0,0,0.827060726,-0.434293742,-0.89
688087.SH,0,0,0,0.147257362,0.444055122,0,0,0,12566.24929,4678.308857,0,0,0,3.301457195,-0.63090541
688088.SH,0,0.130281829,0.094934537,0.142110907,0.282214697,0,19183.5,28387.52,17888.36,9139.06,0,0.636080332,0.481712085,-0.366322426,-0.485274058
688089.SH,0,0.279495733,0.277342307,0.187313367,0.260913741,0,4466.4,4752,7372.8,5438.4,0,0.557322176,0.074370768,0.562841212,-0.255509831
688090.SH,0,0,0.347727243,0.440033479,0.529060167,0,0,2684.993038,2145.434728,1643.598347,0,0,0.451019746,-0.195439915,-0.229389011
688091.SH,0,0,0,0.24757045,0.131348007,0,0,0,4748.304,10043.3824,0,0,0,0.177952756,1.115151515
688092.SH,0,0,0,0.232885428,0.389139781,0,0,0,2238.553553,1376.916534,0,0,0,0.995362009,-0.379429545
688093.SH,0,0,0.255896786,0.194496488,0.332350335,0,0,4267.32,6415.6,4257.33929,0,0,0.413675214,0.512145909,-0.334080697
688095.SH,0,0,0.257580292,0.427934253,0.645785312,0,0,11649.88,6643.8014,4116.459138,0,0,0.014547436,-0.427828789,-0.364187986
688096.SH,0,0,0.359778068,0.512043632,0.659527262,0,0,2032.13889,1549.31814,1303.505685,0,0,0.341517294,-0.237592397,-0.138466136
688097.SH,0,0,0,0.127708676,0.295441179,0,0,0,18781.41989,12707.14559,0,0,0,3.140195209,-0.387055294
688098.SH,0,0.186487762,0.211832133,0.326210243,0.459091653,0,6870.669,6592.073,4533.50976,3260.51336,0,0.905681818,-0.036998629,-0.308576259,-0.27295779
688099.SH,0,0.126088474,0.090180712,0.072385841,0.167843286,0,22196.3688,32367.4776,53527.824,29155.87654,0,0.402337662,0.461441119,0.653753334,-0.458448541
688100.SH,0,0,0.213024849,0.151182582,0.23518537,0,0,11055,17215,11545,0,0,0.61412627,0.571228856,-0.320980976
688101.SH,0,0.474210842,0.58246342,0.511766485,0.821986229,0,6667.5836,5665.9436,6710.988,4317.0684,0,0.093647317,-0.140537907,0.198893341,-0.346102239
688102.SH,0,0,0,0,0.150667813,0,0,0,0,6596.1649,0,0,0,0,0.583228817
688103.SH,0,0,0,0.142040391,0.16694573,0,0,0,6645.8213,6137.3926,0,0,0,4.78654485,-0.070593139
688105.SH,0,0,0,0.097339311,0.216823115,0,0,0,42401.06,21256.5314,0,0,0,0.927272727,-0.496774226
688106.SH,0,0,0.188179591,0.198991274,0.308679519,0,0,14723.73536,13469.31185,9110.85028,0,0,0.963824289,-0.076689704,-0.315371305
688107.SH,0,0,0,0.052597352,0.062488868,0,0,0,28687.17,25686.42,0,0,0,1.757692308,-0.10460251
688108.SH,0,0.164778659,0.19517038,0.275641385,0.361831739,0,6666.6,5522.7,3366.1,2341.1,0,1.326180258,-0.168770111,-0.390497402,-0.304506699
688109.SH,0,0,0,0.326667883,0.533674683,0,0,0,2785.03628,1538.7842,0,0,0,0.034838442,-0.435547052
688110.SH,0,0,0,0.19119576,0.339628704,0,0,0,19980.84407,11573.67617,0,0,0,0.497017893,-0.41792313
688111.SH,0,0.080316952,0.036179183,0.063189256,0.071517425,0,75557.9,189471,122165,121988.4822,0,2.573920628,1.510384991,-0.35426399,0.001568736
688112.SH,0,0,0,0.133129115,0.149546873,0,0,0,10451.20327,9946.669775,0,0,0,1.102575107,-0.03799653
688113.SH,0,0,0,0.176611359,0.291727691,0,0,0,3885.7,2656.927,0,0,0,2.187042842,-0.314451705
688114.SH,0,0,0,0,0.20446948,0,0,0,0,46036.73185,0,0,0,0,0.274489562
688115.SH,0,0,0,0,0.515969172,0,0,0,0,2583.4625,0,0,0,0,-0.403196877
688116.SH,0,0.210855929,0.115526071,0.057197406,0.139719248,0,7500.610053,14375.20319,34669.49518,17936.67449,0,1.021875,0.920945904,1.409829548,-0.483080876
688117.SH,0,0,0,0.268074673,0.465086224,0,0,0,2928.8,1777.6,0,0,0,1.045251397,-0.386871237
688118.SH,0,0.251119075,0.389950335,0.397164723,0.515879951,0,3834.126,2508.066,2329.668,1687.626,0,0.494052045,-0.343240607,-0.060169038,-0.253934029
688119.SH,0,0,0,0,0.441981529,0,0,0,0,7087.5,0,0,0,0,0.245059289
688120.SH,0,0,0,0,0.200019352,0,0,0,0,23952.00749,0,0,0,0,0.643128933
688121.SH,0,0,0,0.23752935,0.41140676,0,0,0,7792.533346,4953.173341,0,0,0,1.117290749,-0.364369311
688122.SH,0,0.172874345,0.080051427,0.125320675,0.136469449,0,14857.62824,35085.53672,42776.90768,43940.52227,0,1.244666667,1.381757826,0.22689878,-0.013637693
688123.SH,0,0.153349768,0.201011416,0.185906348,0.156569017,0,8661.945027,7268.6383,8200.329095,12235.67374,0,1.155789474,-0.157665039,0.137881895,0.495033893
688125.SH,0,0,0,0,0.546166061,0,0,0,0,3481.212086,0,0,0,0,-0.271659851
688126.SH,0,0,0.114954054,0.162740185,0.29708227,0,0,82146.2112,64040.3132,48104.50895,0,0,7.514138817,-0.220410628,-0.317970565
688127.SH,0,0,0.095687082,0.158897772,0.234580952,0,0,14464.9116,9261.40655,6417.32085,0,0,1.337443219,-0.358424542,-0.302170378
688128.SH,0,0.269884675,0.32833936,0.204434699,0.38522675,0,7895.84,6989.76,11957.02,6908.86,0,0.038850452,-0.101386885,0.74092662,-0.413756157
688129.SH,0,0,0.327584641,0.402364509,0.536571335,0,0,2413.2,2146.8,1573.2,0,0,0.321287779,-0.100785082,-0.254950419
688130.SH,0,0,0,0,0.462869846,0,0,0,0,2830.7968,0,0,0,0,-0.324706256
688131.SH,0,0,0,0.098570384,0.200955571,0,0,0,18487.3703,11544.43233,0,0,0,2.826434836,-0.387932797
688132.SH,0,0,0,0,0.425656503,0,0,0,0,3714.294978,0,0,0,0,-0.155124654
688133.SH,0,0,0.141027376,0.094726198,0.233623536,0,0,10196.77342,16637.52307,11641.40221,0,0,2.007195862,0.634909145,-0.364637195
688135.SH,0,0,0.166818761,0.184326534,0.288482657,0,0,5852.924,5700.156,3738.666029,0,0,1.729643766,-0.01928385,-0.340347452
688136.SH,0,0,0.225525011,0.340145561,0.424485717,0,0,8114.934546,5617.267376,4260.141936,0,0,0.828929691,-0.306332835,-0.239096144
688137.SH,0,0,0,0,0.412384919,0,0,0,0,5333.333364,0,0,0,0,-0.284301723
688138.SH,0,0.248098859,0.191342428,0.233770634,0.263970032,0,4527.596,6157.744,5127.896,4855.76,0,0.932801822,0.363991279,-0.163496967,-0.049471384
688139.SH,0,0.267930543,0.134089914,0.12580712,0.199769416,0,9157.032371,20701.61508,28796.45706,20126.39376,0,0.859626529,1.270907375,0.396310553,-0.298277472
688141.SH,0,0,0,0,0.148036706,0,0,0,0,21226.8,0,0,0,0,0.241505489
688143.SH,0,0,0,0,0.284805869,0,0,0,0,4388.535192,0,0,0,0,0.306980656
688147.SH,0,0,0,0,0.172208629,0,0,0,0,11397.7404,0,0,0,0,0.035935564
688148.SH,0,0,0,0.074161187,0.201550817,0,0,0,17905.01282,7465.96562,0,0,0,6.639737991,-0.58110563
688150.SH,0,0,0,0,0.216416436,0,0,0,0,7787.16727,0,0,0,0,-0.119377551
688151.SH,0,0,0,0.338737562,0.638183367,0,0,0,12498.46,6569.615,0,0,0,0.033912796,-0.466796913
688152.SH,0,0,0,0,0.146372581,0,0,0,0,9031.163332,0,0,0,0,1.480766439
688153.SH,0,0,0,0,0.255319305,0,0,0,0,15008.59122,0,0,0,0,-0.448498498
688155.SH,0,0,0.204019425,0.137350314,0.28336569,0,0,5294.10252,8662.636104,4009.395151,0,0,0.816713954,0.628571429,-0.541315789
688156.SH,0,0,0.37526963,0.428899103,0.28000854,0,0,1886.3936,1795.472,2766.594112,0,0,0.291011942,-0.037919182,0.553723274
688157.SH,0,0,0.165784341,0.1221768,0.178766729,0,0,6606.8,9687.32,6983.5304,0,0,1.407192575,0.470370602,-0.278071076
688158.SH,0,0,0.185330819,0.240512365,0.523731881,0,0,17585.78867,11212.79295,5668.219463,0,0,0.253484683,-0.362806343,-0.528280543
688159.SH,0,0,0.333338975,0.287347372,0.580154609,0,0,2528.520472,2897.072042,1333.936652,0,0,0.357315479,0.145757796,-0.539556962
688160.SH,0,0,0.179121075,0.225211356,0.294994682,0,0,3395.28,2898,2437.68,0,0,1.001326549,-0.140145967,-0.147737275
688161.SH,0,0,0,0.177791102,0.239800021,0,0,0,25488,20876,0,0,0,0.759249034,-0.171446893
688162.SH,0,0,0,0.185385385,0.4306271,0,0,0,13563,5949.8937,0,0,0,1.152173913,-0.560236364
688163.SH,0,0,0,0,0.491285577,0,0,0,0,2282.3598,0,0,0,0,-0.340291008
688165.SH,0,0,0.302829124,0.326308908,0.435843335,0,0,6965.763,5750.0156,4017.706,0,0,1.102362205,-0.174531835,-0.301270417
688166.SH,0,0.100807329,0.076247716,0.111499408,0.229851579,0,13025.7,18778,15051.1,9535.03681,0,1.499606609,0.443918162,-0.1966281,-0.381861128
688167.SH,0,0,0,0.117708986,0.292505651,0,0,0,19701.24,8395.9668,0,0,0,1.783072817,-0.573835616
688168.SH,0,0.189616102,0.332936612,0.342546904,0.49536185,0,5272.0518,3063.6348,3183.81858,2434.468047,0,0.811005626,-0.416102048,0.042622536,-0.275573643
688169.SH,0,0,0.103003114,0.15634334,0.411698179,0,0,69066.66701,54313.53003,23212.09786,0,0,2.83799941,-0.213759942,-0.571663715
688170.SH,0,0,0,0,0.269892215,0,0,0,0,4852.752,0,0,0,0,0.572622763
688171.SH,0,0,0,0,0.521788898,0,0,0,0,1590.856866,0,0,0,0,-0.331973117
688172.SH,0,0,0,0,0.630458573,0,0,0,0,22758.99603,0,0,0,0,-0.136487716
688173.SH,0,0,0,0,0.194718564,0,0,0,0,9212.628428,0,0,0,0,-0.322907358
688175.SH,0,0,0,0,0.565685535,0,0,0,0,3261.942967,0,0,0,0,-0.310368402
688176.SH,0,0,0,0,0.432093609,0,0,0,0,6412.5,0,0,0,0,-0.510443864
688177.SH,0,0,0.152311822,0.195173281,0.178214367,0,0,13167.744,10695.6864,9018.6624,0,0,-0.029304029,-0.187735849,-0.156794425
688178.SH,0,0,0.423069877,0.583734394,0.820547062,0,0,2657.032603,2050.147997,1486.768301,0,0,0.254865714,-0.22840691,-0.27694859
688179.SH,0,0,0.101397004,0.108163376,0.190810649,0,0,8054.48532,7935.383908,5108.319266,0,0,3.107050952,-0.011043158,-0.35217839
688180.SH,0,0,0.090109266,0.140092438,0.165506773,3369.533996,4370.807616,64674.90866,56713.23531,57300.53194,0,0,0.461261261,-0.174106042,-0.065392655
688181.SH,0,0,0.325955731,0.401652536,0.564040501,0,0,5177.706661,4572.820864,3530.912312,0,0,0.227039222,-0.107551705,-0.227848101
688182.SH,0,0,0,0.212078049,0.458553108,0,0,0,9652,4592,0,0,0,1.298095238,-0.521103688
688183.SH,0,0,0,0.336188259,0.527373082,0,0,0,11612.2236,7744.255139,0,0,0,0.152093398,-0.323157665
688184.SH,0,0,0,0,0.669202915,0,0,0,0,4666.955858,0,0,0,0,-0.330570547
688185.SH,0,0,0.096903947,0.14825228,0.273527219,0,0,62648.16187,53928.65451,24670.63433,0,0,0.783939726,-0.199299671,-0.510000654
688186.SH,0,0,0.292341846,0.327026761,0.658030377,0,0,5978.944,9557.2464,5210.3168,0,0,1.145086713,0.250875221,-0.449978749
688187.SH,0,0,0,0.356689467,0.52034112,0,0,15570.11589,91454.88375,66361.65909,0,0,0,1.628285532,-0.329787232
688188.SH,0,0.136632795,0.0945595,0.077292652,0.134981759,0,15722,26362,38675.26208,31688.20416,0,1.292505104,0.6849748,0.467590479,-0.206435355
688189.SH,0,0,0.233149872,0.282549855,0.388525002,0,0,6844.6,4930.8,3382.96,0,0,0.399255867,-0.273916179,-0.31391255
688190.SH,0,0,0,0.128851902,0.19143255,0,0,0,14217.6,10545.6,0,0,0,1.540853528,-0.254859487
688191.SH,0,0,0,0.241403689,0.426096729,0,0,0,3382.317639,1946.539096,0,0,0,0.960452548,-0.421195294
688192.SH,0,0,0,0.164641758,0.109700057,0,0,0,14958.81727,16029.90089,0,0,0,-0.296120198,0.06376655
688193.SH,0,0,0,0,0.51443959,0,0,0,0,1868.8,0,0,0,0,-0.356916724
688195.SH,0,0,0,0.199187736,0.29729617,0,0,0,4201.288,2956.941,0,0,0,1.404952941,-0.291325924
688196.SH,0,0.422365573,0.305893192,0.352284333,0.399834207,0,4896,7269.6,7011.6,6962.4,0,-0.049615653,0.514796961,-0.019961654,0.012246928
688197.SH,0,0,0,0,0.334133309,0,0,0,0,3610.905648,0,0,0,0,-0.391478697
688198.SH,0,0.189224089,0.112294657,0.04034822,0.062936575,0,4046.4,7455.36,24524.26172,17501.76385,0,0.779983108,0.845415326,2.278459439,-0.287735352
688199.SH,0,0.387405004,0.533465292,0.585063082,0.776006671,0,6884.93892,4905.10188,4672.637868,3508.093272,0,-0.071685663,-0.274950404,-0.039771429,-0.23969155
688200.SH,0,0,0.093405512,0.083489827,0.124664876,0,0,22854.50253,31394.18917,25179.1157,0,0,2.486303184,0.373590796,-0.19691595
688201.SH,0,0,0,0.175924901,0.147307849,0,0,0,5834.453913,7825.935049,0,0,0,1.355106609,0.354653887
688202.SH,0,0.274496821,0.115231803,0.044037162,0.086115651,0,3617.7,9748.26,30145.20771,18612.00282,0,0.406024096,1.694601542,2.093038129,-0.381133364
688203.SH,0,0,0,0,0.45773082,0,0,0,0,3171.911764,0,0,0,0,-0.0617506
688205.SH,0,0,0,0,0.389358718,0,0,0,0,4852.3264,0,0,0,0,0.0282416
688206.SH,0,0,0,0.132636852,0.176268551,0,0,0,15916.28509,12198.58099,0,0,0,0.29738331,-0.233118779
688207.SH,0,0,0,0,0.554462538,0,0,0,0,4254.558837,0,0,0,0,-0.417574069
688208.SH,0,0,0.082161598,0.079845398,0.213659199,0,0,30829.5,35805.16203,14256.48825,0,0,1.838271429,0.16683579,-0.601532242
688209.SH,0,0,0,0,0.224542827,0,0,0,0,7816.2,0,0,0,0,-0.230714981
688210.SH,0,0,0,0.337899208,0.490951001,0,0,0,3316.8,2471.84,0,0,0,-0.030402245,-0.249960685
688211.SH,0,0,0,0.390332403,0.651766841,0,0,0,9870.65235,5476.237924,0,0,0,-0.168514412,-0.43671156
688212.SH,0,0,0,0.247926101,0.145205576,0,0,0,5036.2518,8732.4366,0,0,0,0.678666667,0.740157903
688213.SH,0,0,0,0,0.240422813,0,0,0,0,15520.388,0,0,0,0,0.231355125
688215.SH,0,0,0.227483096,0.312406314,0.358498981,0,0,1892.6908,1401.4,1231.23,0,0,0.36107112,-0.256685001,-0.117035714
688216.SH,0,0,0,0.189816858,0.327981639,0,0,0,5276.3055,2712.0104,0,0,0,2.360588057,-0.478240645
688217.SH,0,0,0,0.219918579,0.476876994,0,0,0,4041.563803,1964.649071,0,0,0,2.947882736,-0.513888889
688218.SH,0,0.259392275,0.389519729,0.485441248,0.491802984,0,3209.249,2170.79,1775.3542,1752.800016,0,0.575460829,-0.320133455,-0.178072973,-0.011409385
688219.SH,0,0,0.192795718,0.299289618,0.462241408,0,0,8763.131699,5672.152855,3862.575345,0,0,1.301568154,-0.348971174,-0.31807498
688220.SH,0,0,0,0,0.294334976,0,0,0,0,25386.68095,0,0,0,0,-0.631153519
688221.SH,0,0,0.309448094,0.273660707,0.258529089,0,0,6925.38,6687.9384,6465.227551,0,0,-0.06097561,-0.034285714,-0.071543841
688222.SH,0,0,0.105889896,0.139812064,0.24115386,0,0,12068.4816,9411.9732,5401.1664,0,0,0.471505848,-0.218715737,-0.424474585
688223.SH,0,0,0,0,0.182184733,0,0,0,0,146500,0,0,0,0,1.934395
688225.SH,0,0,0,0,0.391182074,0,0,0,0,6764.1691,0,0,0,0,-0.442097476
688226.SH,0,0,0,0.348330665,0.222938044,0,0,0,2478.84,4096.56,0,0,0,1.475077882,0.669633606
688227.SH,0,0,0,0.388163371,0.648432431,0,0,0,3626.813222,2219.275048,0,0,0,-0.13507684,-0.383931297
688228.SH,0,0,0.363477678,0.49577076,0.603158175,0,0,3237.174477,2454.398566,2121.416704,0,0,-0.1823919,-0.235667026,-0.12754267
688229.SH,0,0,0.17883869,0.315576346,0.434486678,0,0,4701.96,2446.44,1511.82,0,0,0.624861896,-0.478397073,-0.382032668
688230.SH,0,0,0,0.243486665,0.47837202,0,0,0,8574,4538.52,0,0,0,0.060010385,-0.46737536
688231.SH,0,0,0,0,0.317599332,0,0,0,0,8817.737148,0,0,0,0,-0.085977482
688232.SH,0,0,0,0.363187705,0.298230651,0,0,0,14338.5,18829.8,0,0,0,-0.103938956,0.331618872
688233.SH,0,0,0.173239741,0.100210925,0.241002823,0,0,6995.2,14112,6528,0,0,1.023184864,1.02202333,-0.533714286
688234.SH,0,0,0,0,0.156668255,0,0,0,0,33517.46143,0,0,0,0,-0.057857229
