Stock,BM_Y1,BM_Y2,BM_Y3,BM_Y4,BM_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5
600234.SH,0.03384456,0.040287397,0.068567397,0.230404071,0.3276846,1597.297993,1824.037379,1898.942354,2682.964344,1829.771182,-0.429088278,0.141951838,0.041065483,0.089552239,-0.318003914
600235.SH,0.592732276,0.636924559,0.766879166,0.637448334,0.718764216,2171.034,2037.54,1752.987,2192.112,1956.741,-0.05766758,-0.060644013,-0.138708793,0.253877355,-0.104069071
600236.SH,0.413096256,0.376532719,0.475070443,0.331775078,0.416347263,34076.12557,38544.82745,35155.405,50604.86549,45402.49614,0.032027478,0.179516726,-0.046435583,0.493153812,-0.080463551
600237.SH,0.670515097,0.551906669,0.432903907,0.215670455,0.341055691,1856.775869,1986.580869,2550.950434,5333.292389,3589.390433,-0.388475836,0.069908815,0.284090909,1.090707965,-0.326984127
600238.SH,0.37661969,0.20001258,0.142075665,0.060776354,0.052312748,2119.986,2653.344,3908.304,8148.276,7171.2,-0.421052632,0.251585624,0.472972973,1.084862385,-0.119911991
600239.SH,1.222000096,0.586098351,-0.097212213,0.190173367,0.475391402,4624.378298,4640.435167,3885.76232,3709.13676,3098.975734,-0.442317241,0.032171528,-0.162629758,-0.045454545,-0.164502165
600241.SH,0.744861907,0.655728789,1.052834099,0.359687621,0.3732539,1689.29414,1495.054744,947.6528103,2763.49686,2872.388642,-0.442352326,-0.114982578,-0.366141732,1.916149068,0.039403621
600242.SH,0.284989643,0.144384304,0.461401573,0.036740656,-0.517396104,7379.708372,3593.95451,1137.096154,1246.695783,525.1648903,-0.064273306,-0.51299505,-0.68360864,0.096385542,-0.578754579
600243.SH,0.906762666,0.582392774,0.943397154,0.525881201,0.491403318,1698.3495,1926.5515,1220.003,1987.9905,1816.839,-0.431795608,0.134366925,-0.366742597,0.629496403,-0.086092715
600246.SH,1.049958452,0.713757265,0.498330575,0.320555995,0.46609638,6860.391069,10804.08893,14316.44483,21895.73916,12919.71851,-0.157382456,0.595008383,0.333708175,0.529411765,-0.409943715
600248.SH,0.764412312,0.732797097,1.085976515,1.049888807,1.517135989,3589.194948,4038.991757,14449.23698,17706.63497,15493.3056,-0.28582509,0.15030179,0.047980455,0.060705882,-0.107325
600249.SH,0.902299503,0.822964495,0.815979887,0.712471598,0.72625013,1991,2513.5,2607,2997.5,2887.5,-0.462109955,0.262430939,0.037199125,0.14978903,-0.036697248
600250.SH,0.315612862,0.529694998,0.563591476,0.397648411,0.305409081,2051.431208,2006.436458,1667.88913,1549.863456,1810.762315,-0.358414239,-0.185372005,-0.16873065,-0.070763501,0.168336673
600251.SH,0.521971987,0.506880292,0.418715239,0.372895917,0.482637799,3877.11952,4285.237364,5768.588759,7385.850514,6568.190514,-0.362809756,0.107363158,0.346153846,0.2915,-0.106760106
600252.SH,0.663562652,0.564358318,0.642029926,0.493761484,0.713133451,8931.025368,11328.8493,10668.57894,13413.91359,9139.531797,-0.405211845,0.294359533,-0.040860429,0.293917264,-0.312248187
600255.SH,0.692742437,0.375792205,0.362380669,0.21139717,0.302201946,3185.268399,2760.565946,3256.052141,5956.489167,4659.447376,-0.527133858,-0.133333333,0.179487179,0.798913043,-0.220543807
600256.SH,0.598514658,0.709159315,0.878793024,0.487475369,0.487462027,25331.5083,22488.05715,19113.91277,42940.03861,59223.11135,-0.172999652,-0.094767819,-0.145015106,1.310954064,0.438786544
600257.SH,0.6472287,0.557496505,0.420475081,0.268422304,0.30518295,2011.571446,2078.944652,2767.113831,3537.093332,2882.610756,-0.435135135,0.033492823,0.331018519,0.27826087,-0.185034014
600258.SH,0.522459043,0.43951247,0.399822197,0.378852942,0.377979825,15623.10518,20356.97025,20959.3221,29301.74098,27747.70008,-0.288452464,0.299230639,0.033509753,0.231385485,-0.049855339
600259.SH,0.249067407,0.163675679,0.189233066,0.122597424,0.254349426,6748.299227,10493.66566,9105.375119,14860.74481,13524.72358,-0.430898447,0.555008945,-0.132297958,0.632084853,-0.183590577
600261.SH,0.718430518,0.5414166,0.733404732,0.577460128,0.794119275,4951.670991,6897.488918,5343.738782,6360.210833,4512.76422,-0.359760145,0.452302053,-0.189082947,0.28043587,-0.228063699
600262.SH,0.390675467,0.382483995,0.451673333,0.317728009,0.509346569,2949.5,3085.5,2720,4073.2,2714.9,-0.120939172,0.056570605,-0.113432507,0.51142675,-0.327673664
600265.SH,0.010219261,0.012491596,0.00975776,0.064022738,0.077644082,3499.408,3137.266,2480.478,2773.826,1972.96,0.259224661,-0.103486647,-0.209350434,0.11826269,-0.288722508
600266.SH,1.889380722,1.672138986,2.246976577,2.521729297,2.308157983,12410.9568,15231.6288,11463.21101,10154.4192,10492.89984,-0.379117808,0.25775,-0.217742716,-0.094950787,0.05927
600267.SH,0.763318149,0.655721644,0.418456404,0.436473496,0.611868612,8100.812154,9568.420554,15960.24135,16732.48155,13203.96081,-0.444120938,0.181168057,0.673349748,-0.150613188,-0.204574982
600268.SH,0.789651497,0.672463733,0.471048267,0.387210318,0.515662126,2947.92438,3573.663046,5193.630924,6973.509796,5408.815499,-0.21345267,0.220386321,0.462317899,0.353042972,-0.224300897
600269.SH,1.629786826,1.630135749,1.990322783,2.033529624,2.125848729,9108.087355,9645.230968,7987.091988,8010.446058,7917.029777,-0.206517578,0.083118974,-0.137961259,0.06039152,0.02243586
600271.SH,0.260717248,0.276249618,0.53903425,0.538121348,0.733556359,42632.96652,43154.6162,23345.90965,24810.1253,19288.52908,0.080952089,0.031566055,-0.449069486,0.076194683,-0.210581479
600272.SH,0.320532454,0.340218564,0.369473449,0.337031816,0.301416258,1545.482592,1513.338944,1397.41632,1588.667496,1886.368944,-0.330457357,0.077618873,-0.063844941,0.159228873,0.169436784
600273.SH,0.507811083,0.432103859,0.585990938,0.548618103,0.832018759,12880.24758,16118.21861,13238.43022,16429.4,11734.28138,-0.020894251,0.285905584,-0.147243193,0.306199683,-0.235052432
600276.SH,0.101571447,0.064004918,0.051330439,0.107919994,0.153891094,194229.5696,387084.6985,594273.1814,324341.7642,245782.9576,-0.004494781,0.996949232,0.531938231,-0.452726907,-0.23722605
600277.SH,0.954588637,1.230846812,1.911392009,0.870359999,1.133554222,15502.40124,12489.56708,8189.431046,18764.47896,14883.40077,-0.111362422,-0.179038869,-0.326594298,1.322325084,-0.20683112
600278.SH,0.861571939,0.762236955,0.924328901,0.984165222,1.166352486,4256.270173,5540.984851,7512.174052,7025.836773,6052.304979,-0.306428151,0.311604294,-0.178942978,-0.053423237,-0.136437083
600279.SH,1.334927197,0.99485246,1.215373339,1.150367496,1.204929339,2709.468017,5459.584902,4545.697864,4830.545772,4711.859144,-0.306058262,0.192117647,-0.15648413,0.069995561,-0.019887961
600280.SH,0.387625804,0.264150252,0.340159156,0.294342941,0.249710234,3732.088334,3192.370944,2733.036995,3312.554326,3689.654757,-0.586337357,-0.144615385,-0.143884892,0.222689076,0.12371134
600281.SH,0.237171817,0.228860761,0.261835538,0.161801034,0.195193141,1841.55925,2119.336343,2011.311918,2978.387725,2278.800971,-0.359570662,0.150837989,-0.050970874,0.480818414,-0.234887737
600282.SH,1.016835669,1.097837711,1.237487047,1.157944066,1.342137212,15124.32297,15281.66618,19176.16275,22787.98924,19425.10818,-0.285827686,0.08675,-0.003951304,0.255272436,-0.071516216
600283.SH,0.457682968,0.502906839,0.553250938,0.466083735,0.507684347,3953.55249,3692.335629,3586.436901,4465.396339,4334.787908,-0.085714286,-0.066071429,-0.028680688,0.263132382,-0.019929802
600284.SH,1.216512844,0.994314419,1.090054869,1.110909765,1.098758339,4812.46976,6161.1256,5899.15648,6132.01792,6539.52544,-0.237866667,0.305974798,-0.020976378,0.066084211,0.095356646
600285.SH,0.472128085,0.393126964,0.480881597,0.254051196,0.344734373,4410.097518,5621.309021,4809.342162,8970.592074,7399.665256,-0.178783656,0.340712766,-0.115526667,0.942448642,-0.141093165
600287.SH,0.862284659,0.86113722,0.967877126,0.851705383,0.739520255,2118.460959,2633.880326,2712.50362,2078.99621,2327.234564,-0.327294399,0.258094227,0.046534328,-0.227773752,0.119402985
600288.SH,0.516215684,0.320181201,0.380206603,0.30529003,0.344684951,3013.92,5119.296,4455.36,5848.752,5298.384,-0.206183486,0.700249275,-0.129083618,0.313926569,-0.090114115
600289.SH,-0.488277831,0.324668981,0.607742089,0.649949951,0.795980906,1577.630173,2227.613804,2871.286914,2599.934524,1760.635273,-0.748490946,0.412,0.288951841,-0.094505495,-0.322815534
600290.SH,1.154281541,0.530871208,0.579670337,0.154379985,-0.088821558,3525.952291,2158.125971,2028.942374,2203.720182,1633.792549,-0.648048448,-0.387931034,-0.059859155,0.086142322,-0.25862069
600292.SH,1.279954343,1.151266106,0.910842802,0.768617867,1.16032354,3849.427268,4427.231766,5567.224426,6668.176241,4372.574584,-0.443763799,0.159187221,0.26906455,0.199193268,-0.341967213
600293.SH,0.852467536,1.074753873,0.569491996,0.437048862,0.568851572,4543.9363,3649.094624,3260.007579,4512.964229,2946.768417,-0.49664311,-0.196930946,-0.105095541,0.384341637,-0.347043702
600295.SH,1.279245795,1.084575628,1.036025925,0.633871518,0.726677056,7120.873632,11649.57605,13163.79318,29283.01582,28106.0584,-0.475414651,0.2245552,0.220249002,1.350849904,-0.03644273
600297.SH,1.109429683,1.431861163,1.748366953,1.929996596,2.284872358,33363.58869,26601.53268,23195.46301,21656.4692,17033.65214,-0.482375312,-0.194153695,-0.122699387,-0.066433566,-0.213483146
600298.SH,0.206475646,0.199007987,0.139950326,0.136340918,0.235589458,20791.56219,25274.56252,42085.81376,50271.48652,39294.77271,-0.221895079,0.230446849,0.681796544,0.192780732,-0.241913221
600299.SH,0.441806016,0.465162576,0.452009731,0.426569763,0.674126415,30788.22661,29661.82808,30868.68365,33041.02368,22152.50451,0.151292977,-0.011579438,0.054216094,0.08567993,-0.317276136
600300.SH,0.561793633,0.499569663,0.377366198,0.436838833,0.530679693,4715.04,4932.4,7875.12,6938.8,5757.026161,-0.34849611,0.046099291,0.596610169,-0.095370488,-0.134791325
600301.SH,0.212033254,0.199622734,0.211060226,0.107690419,0.112662514,1429.700691,1617.819203,1573.141057,2974.623971,2998.138785,-0.230379747,0.131578947,-0.027616279,0.890881913,0.007905138
600302.SH,0.817400222,0.614285604,0.766015691,0.637292542,0.493860837,1515.522942,1743.889412,1581.264804,1733.509118,2027.617451,-0.267558528,0.150684932,-0.093253968,0.109106565,0.169660679
600303.SH,1.088008969,1.228166325,0.985029444,0.78285148,0.521287725,2641.612465,2378.126823,3006.438739,3175.339792,4127.941729,-0.566503692,-0.099744246,0.272169034,0.062833708,0.3
600305.SH,0.249698507,0.188447964,0.107870539,0.13568377,0.177789855,8149.01776,11949.28085,22205.44655,15997.14871,12346.38875,0.159966073,0.476463942,0.875729836,-0.273388889,-0.22211605
600306.SH,0.019126486,-0.083348956,-0.253180792,0.014936329,-0.100702778,1132.963518,1013.610443,922.7595952,3099.617173,1968.386803,-0.417048579,-0.105345912,-0.089630931,2.359073359,-0.511494253
600307.SH,0.88070357,0.915228667,1.191830503,1.000412341,1.082724672,11963.01268,12902.51629,10334.53975,13779.38633,10334.53975,-0.332167832,0.078534031,-0.199029126,0.333333333,-0.25
600308.SH,1.511708356,1.532339366,1.441692632,1.291512387,1.646693656,5078.892173,5359.106913,6047.96815,7227.205184,5493.236994,-0.283566083,0.098856552,0.1675878,0.233578571,-0.150549758
600309.SH,0.441407744,0.240214325,0.170654607,0.21600573,0.264163588,76525.01827,176359.568,285842.5328,317114.4092,290897.5249,-0.231861149,1.111943837,0.667959124,0.122493409,-0.053043614
600310.SH,0.631940555,0.573806543,0.478704108,0.447832172,0.669738503,2979.99,3551.15475,4736.465001,7010.982955,4631.645882,-0.300123791,0.197744167,0.081992774,0.277746608,-0.336014634
600312.SH,0.814095128,1.03259996,0.936979867,0.740730871,0.8683302,10963.92418,8765.711656,9688.418146,12334.4147,10733.24755,-0.170404805,-0.193779208,0.112226316,0.278201681,-0.128159626
600313.SH,0.597102015,0.471945252,0.22980477,0.263182633,0.156707731,2380.837059,3051.80023,6384.972112,5714.008941,11081.71431,-0.310344828,0.281818182,1.092198582,-0.105084746,0.939393939
600315.SH,0.317218825,0.302658933,0.27602384,0.253541733,0.33528107,18325.08299,20768.42738,23545.87938,27464.02857,21622.11123,-0.256631879,0.142513333,0.129566871,0.1680852,-0.205050483
600316.SH,0.686806426,0.531278093,0.125367115,0.187068685,0.293381236,7092.262524,9344.002091,40782.3023,28010.49284,18064.11456,-0.300575847,0.318546411,3.367162087,-0.312140144,-0.353482463
600318.SH,0.301166358,0.350150673,0.237524606,0.17956721,0.291577775,3446.08,3593.551003,5256.851753,6357.822637,3466.038792,-0.439370079,-0.016853933,0.464758857,0.2109375,-0.45483871
600319.SH,0.025329458,0.044198534,0.023706948,0.132360335,0.298533814,1451.7324,1461.20022,1637.93286,1751.5467,2136.278706,-0.546351085,0.006521739,0.120950324,0.069364162,-0.007207207
600320.SH,1.012003575,0.93976638,0.964772748,0.933353312,1.081500095,15005.73943,16539.64682,15102.8542,16060.60475,14025.39878,-0.369014098,0.160340379,-0.00378843,0.058988764,-0.135939523
600321.SH,1.007054612,0.828084694,0.601804026,0.624138636,0.581141353,2673.6735,3277.8935,3202.366,3066.4165,2734.0955,-0.554156171,0.225988701,-0.018254378,-0.04245283,-0.108374384
600322.SH,1.256470355,1.40367906,0.826554802,0.21626109,0.077690662,3593.525,3317.1,2587.338,2266.685,2498.882,-0.492979719,-0.076923077,-0.22,-0.123931624,0.102439024
600323.SH,0.542709355,0.487944159,0.397305644,0.579013536,0.723073258,10750.68417,13440.27088,19021.82412,17105.98312,15051.30832,-0.108413292,0.264680257,0.428201653,-0.145494156,-0.110699619
600325.SH,1.132639886,1.191779526,1.593642638,1.633440378,1.029264418,13131.30932,16577.82959,13147.93382,12745.30992,19181.47971,-0.116752717,0.32098801,-0.165417241,0.039395169,0.599496346
600326.SH,0.542933779,0.573992328,0.682589154,0.749325152,0.936243252,5607.691625,6343.268458,6448.074928,5924.694759,4153.200027,-0.361852632,0.142710802,-0.033002183,-0.069619658,-0.291125891
600327.SH,0.893472377,1.083384825,0.930434999,0.683660586,0.74016092,3037.743012,3114.423903,3671.835,5264.438132,4326.571843,-0.268162249,0.069242718,0.381098165,0.549648997,-0.121936807
600328.SH,0.80256949,1.498907197,1.016873534,0.49199466,0.671516151,3000.51285,3618.136663,6387.622829,15715.27595,16640.50331,-0.447103257,0.233211971,-0.164807705,1.506768966,-0.084851493
600329.SH,0.696219147,0.683381139,0.577938098,0.353349524,0.390806311,7076.781065,7884.580833,10050.22669,18011.84702,16687.19351,-0.155552387,0.131305788,0.285937662,0.816652568,-0.052049666
600330.SH,0.696889756,0.507567659,0.467627608,0.311440152,0.599728099,5491.077172,8012.388469,10085.24519,16174.2618,13000.39874,-0.397789412,0.468503811,0.264874129,0.612735968,-0.346429082
600331.SH,0.540317955,0.429696976,0.010797833,0.053803314,0.070843198,4104.64,5344.16,4490.72,6482.08,5831.84,-0.610789981,0.301980198,-0.159695817,0.443438914,-0.10031348
600332.SH,0.389461351,0.437310429,0.585649589,0.557625341,0.691067912,55679.2328,55303.49848,44642.46787,52117.76134,46399.38305,0.122979714,0.006161745,-0.164637742,0.190978462,-0.109435789
600333.SH,0.61309998,0.664502475,0.40182777,0.58479728,0.648616669,3404.481524,3166.959557,5286.386337,3617.642263,3112.146795,-0.300869021,-0.069767442,0.669230769,-0.308893318,-0.13973064
600335.SH,1.233868519,1.198928189,1.455482591,0.836914432,0.994175763,6425.557863,8449.877036,7240.670494,12645.67805,11305.35272,-0.43951032,-0.049413462,-0.132992069,0.784726761,-0.099375115
600336.SH,0.684232231,0.575470629,0.287751003,0.419108263,0.57000952,2693.247617,3508.414551,7951.873527,5699.599741,4365.966209,-0.323314741,0.311398516,1.297339408,-0.267055678,-0.224547059
600337.SH,0.684835023,0.58905773,0.526365331,0.770498109,0.986161189,7011.458307,7845.14342,8074.151404,5715.428542,4218.56457,-0.333657851,0.173445316,0.031602709,-0.231947484,-0.196581197
600338.SH,0.171205292,0.239750012,0.218768115,0.080953501,0.166438373,12687.93112,11427.6271,9580.922561,34429.15493,20953.69705,-0.519124994,-0.097915594,-0.1616,2.701316794,-0.391396707
600339.SH,1.158529993,1.254949024,1.431734833,1.443034058,1.530370973,20266.82532,18926.86993,17196.09421,17196.09421,16637.77946,-0.368818103,-0.053321488,-0.075364012,0.0171,-0.023953247
600340.SH,0.572745271,0.57857907,1.224795167,0.447673742,0.953543157,76432.75599,86481.30559,50604.40402,14089.39323,9823.438058,-0.163368748,0.172020039,-0.381252195,-0.721577726,-0.302777778
600343.SH,0.45494293,0.358584647,0.345105172,0.214581881,0.333220327,4850.368245,5839.588084,6228.893956,8807.247602,5584.305545,-0.412219644,0.209485526,0.066666667,0.413934426,-0.365942029
600345.SH,0.431827708,0.438338436,0.571426684,0.638589674,0.713038215,4403.52,4464.9,3496.68,3304.62,3070.98,-0.189994107,0.026511691,-0.212935698,-0.051902152,-0.067913122
600346.SH,0.412067114,0.320994898,0.238237577,0.353961579,0.483570143,66949.46651,113188.7246,196883.621,161688.1221,109317.2197,0.091701135,0.729843925,0.791088868,-0.156261065,-0.293679103
600348.SH,1.746201065,1.694737805,1.755400817,0.750459876,0.770271908,12121.2,13299.65,13492.05,28499.25,34271.25,-0.294741463,0.151534722,0.081116998,1.191299465,0.246183544
600350.SH,1.242592549,1.359752379,1.057772727,1.498375186,1.443830033,21938.91631,23622.82436,29733.005,24825.61582,27466.83874,-0.208052087,0.131022807,0.33367169,-0.111194175,0.183762597
600351.SH,0.653667974,0.598999246,0.72456353,0.418640187,0.655993773,4431.043425,4489.100134,3834.600115,6991.600209,4527.600135,-0.230389623,0.079430195,-0.14272247,0.839885141,-0.344198678
600352.SH,0.636093059,0.521217632,0.625725232,0.73896682,0.998718474,31394.65245,47075.71201,44310.37993,41089.58139,32207.98541,-0.160013237,0.523323627,-0.042270214,-0.055068282,-0.196869359
600353.SH,0.473416736,0.365429605,0.386824242,0.299104156,0.194599368,2169.4428,3050.2692,2941.5252,4007.2164,8513.074623,-0.343873934,0.421340602,-0.025717825,0.369648429,0.951153324
600354.SH,0.362727084,0.193729337,0.265375188,0.177119192,0.154532312,1926.477592,2739.292795,2301.217069,3478.215707,4143.246328,-0.502046385,0.421917808,-0.159922929,0.51146789,0.191198786
600355.SH,0.211745634,0.17583174,0.204449556,0.15455936,0.136690562,1707.549524,1678.024172,1269.590136,1618.973468,1594.369008,-0.596980256,-0.017291066,-0.24340176,0.275193798,-0.015197568
600356.SH,1.286731589,0.941354491,0.897268132,0.988142292,1.097960255,1640.035265,2315.16818,2497.39432,2330.104748,2186.713687,-0.327706506,0.425068306,0.093380129,-0.050564593,-0.047461538
600358.SH,0.255189239,0.110166117,0.097241022,0.082895796,0.05305806,1777.377043,2120.733972,1494.612514,2231.820037,3473.964221,-0.4617737,0.193181818,-0.295238095,0.493243243,0.556561086
600359.SH,0.287425204,0.212289911,0.146629446,0.161522472,0.173791327,1621.429485,2086.875125,3368.758201,3193.262303,3307.716149,-0.374079529,0.287058824,0.614259598,-0.05209513,0.035842294
600360.SH,0.582028931,0.489224248,0.390913742,0.369379171,0.51246946,3863.16232,6352.570893,7980.053976,8719.48136,6328.346053,-0.354021805,0.450668188,0.264658422,0.094516968,-0.270382489
600361.SH,1.202403286,1.0933247,1.05849427,0.516317553,0.326458719,2257.088842,2516.75393,2649.915514,3828.395529,24261.80753,-0.369024587,0.134669027,0.066282011,0.477229899,0.053913043
600362.SH,1.292397807,1.088490193,1.077050331,1.153744815,1.45727492,38506.96087,48457.59744,55624.5068,60497.65249,50449.40472,-0.339129202,0.303712918,0.185805375,0.123887368,-0.196331034
600363.SH,0.689472689,0.386026435,0.257268412,0.236591885,0.338845925,3547.814,6780.759508,11218.39235,14137.99832,10839.40131,-0.359745223,0.92004175,0.615367168,0.262898254,-0.231544523
600365.SH,0.477522449,0.395016636,0.598917358,0.224149253,0.189286479,1452,1676,992,1628,1752.648,-0.566825776,0.154269972,-0.408114558,0.641129032,0.012285012
600366.SH,0.879525388,0.646826274,0.694742132,0.37167265,0.521835181,5022.651077,6587.497382,6310.54554,13066.19225,11735.48294,-0.474865068,0.34582515,-0.03571952,1.101590909,-0.19337623
600367.SH,0.597303096,0.595086394,0.644175159,0.301201716,0.383946408,2134.0022,2253.2202,2142.215138,5448.336028,4518.776006,-0.366027184,0.060406145,-0.037457011,1.568652966,-0.166881324
600368.SH,1.03359535,0.849309044,1.165204463,1.163898217,1.3473222,3455.690449,5087.856947,4119.813369,4581.322517,4232.376576,-0.188116571,0.505292508,-0.173342035,0.159505191,-0.03080688
600369.SH,0.946573053,0.668765477,0.703297256,0.721362274,1.000821161,19644.97975,29298.11635,35750.68709,35152.62727,24919.15922,-0.238158099,0.501371552,0.055371484,0.004510037,-0.276086957
600370.SH,0.56576602,0.552336239,0.512717792,0.512703766,0.571534323,2312.008267,2431.594902,11190.92921,12702.06734,11805.90922,-0.07006051,0.060032759,0.013712787,0.099344444,-0.026031595
600371.SH,0.338723369,0.178371663,0.111963888,0.135125425,0.13831455,1406.625,2745.732,4663.69332,3926.39676,4142.90448,-0.402745327,0.9883072,0.709499672,-0.150431493,0.062527571
600372.SH,0.331154709,0.31292062,0.280456478,0.260276558,0.395714645,22834.18244,25055.60615,37889.41031,43172.71739,30793.58181,-0.047406428,0.100692758,0.383917486,0.145593181,-0.282170255
600373.SH,0.74131098,0.760828953,1.108712974,0.98237647,1.34836643,17926.99973,18442.41722,13672.59292,16748.58757,12967.95979,-0.211792262,0.087858493,-0.227421822,0.290021407,-0.172303398
600375.SH,1.435424235,1.097176872,0.535064174,0.249854938,0.040807603,1956.206901,2600.865994,4462.596994,6621.666221,4154.899259,-0.34082397,0.329545455,0.715811966,0.260273973,-0.372529644
600376.SH,1.665292544,1.434451179,2.086502985,2.097555161,1.894976236,18547.07409,20559.13498,15142.04797,14600.33927,14677.72623,-0.168158019,0.158365786,-0.213184316,0.036348893,0.026110071
600377.SH,0.532471695,0.52376446,0.640262519,0.739585864,0.8158909,49086.54859,54503.4759,44059.99145,40874.60998,39148.3809,0.043973604,0.19515898,-0.140317914,-0.016515092,0.012433179
600378.SH,0.654496857,0.343689168,0.333553828,0.162652769,0.209662855,7434.211671,17313.82213,19270.99509,44306.86947,39111.34106,-0.345677363,1.184335023,0.096632781,1.321675393,-0.10307417
600379.SH,0.329647405,0.28769248,0.281190495,0.114207906,0.1629368,1577.891759,1898.658993,2020.833572,5352.567352,3985.532877,-0.3979,0.212656951,0.077545739,1.661406536,-0.250557989
600380.SH,0.746016529,0.516284357,0.408498774,0.482554988,0.602455934,12926.68236,20058.64505,27163.18043,24495.22634,21780.54803,-0.33120701,0.583534483,0.358072947,-0.067138462,-0.109461682
600381.SH,0.705032697,0.754880307,0.40934877,0.367853946,0.212120029,3375.552027,3164.257394,5054.59298,4948.922047,7226.717722,-0.459000943,-0.06097561,0.597402597,-0.020905923,0.460260973
600382.SH,1.51795591,1.414512566,1.358764228,0.925888022,1.108891947,3603.887008,4242.036433,4646.82017,4473.254731,3297.743347,-0.384425119,0.183682254,0.10528083,-0.015017997,-0.128171429
600383.SH,1.069542378,0.82635011,0.943085646,1.075605545,1.41237822,43430.29396,65461.46179,60946.87822,58554.14893,46184.18994,-0.194220269,0.581133056,-0.029862069,0.028376889,-0.167639244
600386.SH,0.662967774,0.585485976,0.607674667,0.511105472,0.572936948,2677.248,2999.808,2935.296,3596.544,3201.408,-0.331247843,0.154880723,-0.01172043,0.255661538,-0.092596861
600387.SH,0.698269365,0.774345482,1.063433394,0.948791849,0.940016782,3710.568167,3915.728051,2972.179123,3389.365919,3314.462805,-0.260583255,0.063899491,-0.240963855,0.162996825,-0.014080663
600388.SH,0.465336018,0.547759226,0.652768851,0.747424086,0.470803693,10850.8575,10423.2375,9493.254052,9215.3403,15696.95453,-0.403555491,-0.026248768,-0.070468923,-0.008117568,0.735396172
600389.SH,0.36438796,0.328230533,0.323515041,0.192242,0.245872488,5001.48,6138.99,6115.23,12212.64,13460.58177,-0.018166993,0.251369656,0.057419681,1.061293476,0.142521012
600390.SH,1.24577353,0.927268747,1.456032337,1.973286117,2.114770379,26088.77966,37154.02069,31396.4969,23929.70824,22850.17253,-0.394715932,0.452383333,-0.145668281,-0.191916344,-0.016561654
600391.SH,0.397805126,0.321197259,0.170879205,0.160401529,0.261548505,3608.313981,4559.086558,8533.844137,9243.622276,5866.398852,-0.444350076,0.263494968,0.871832006,0.083172147,-0.365357143
600392.SH,0.343614354,0.331551581,0.484979957,0.27185915,0.376775302,15111.98845,15919.3653,15603.43523,34436.37785,24539.57198,-0.409807158,0.056059814,-0.019845645,1.211829471,-0.283017329
600393.SH,1.093460834,0.887656082,0.969337861,1.165704634,0.658427913,5376.845484,6847.869249,5199.308134,3601.471975,4413.071294,-0.650367192,0.273584906,-0.240740741,-0.307317073,0.225352113
600395.SH,0.792522808,0.726017065,0.539425499,0.575325608,0.798383867,8291.809824,10112.36687,13025.25815,12032.22703,14425.31929,-0.2269869,0.306515569,0.372162193,-0.026263405,-0.030545254
600396.SH,0.691058713,0.743797205,0.513145722,0.03976145,-0.422325493,2842.324157,2739.23468,4123.579088,5021.930246,4256.122701,-0.377419355,-0.03626943,0.505376344,0.217857143,-0.152492669
600397.SH,0.397026569,0.306154551,0.183453292,0.238242727,0.193664247,2158.112543,2791.686867,3405.461994,2851.08446,2999.578442,-0.43814433,0.293577982,0.219858156,-0.162790698,0.052083333
600398.SH,0.340118831,0.400690082,0.49405734,0.541259459,0.637780014,38098.5872,33945.69585,27731.78187,27688.65367,22893.91858,-0.094563299,-0.054309434,-0.126278125,0.034486137,-0.085522621
600399.SH,0.845774995,0.687740975,0.171191656,0.11994092,0.21453622,4930.25,6507.93,29384.29,48848.917,28220.751,-0.553571429,0.32,3.515151515,0.662416107,-0.422285022
600400.SH,0.419091335,0.467077071,0.448832723,0.361952199,0.314850939,9499.71342,8511.743224,8005.091842,8661.385601,9488.45003,-0.246088317,-0.0920832,-0.045510714,0.245007595,0.108803175
600403.SH,0.971047009,0.750580966,0.471452228,0.716915274,0.721688262,8774.281515,9802.330848,13364.64133,10137.04458,11021.64517,-0.204284402,0.141185286,0.366686829,-0.241502683,0.166851887
600405.SH,0.466516813,0.395267423,0.28129935,0.205423204,0.275484396,2298.745432,2648.530144,3688.292936,4356.865673,3192.399335,-0.372699387,0.156479218,0.399577167,0.181268882,-0.262148338
600406.SH,0.32712293,0.31178942,0.278059346,0.171169689,0.259963126,84935.29624,97896.39835,122799.5119,221983.8386,163354.3185,0.037294803,0.166671668,0.27104457,0.835323523,-0.259283537
600408.SH,0.570199643,0.813155028,1.031252028,0.757244418,0.937168773,2617.68,2396.184,2466.66,3715.092,2688.156,-0.174603175,-0.084615385,0.029411765,0.506122449,-0.276422764
600409.SH,0.935735413,0.863123468,0.550193555,0.71285086,0.973226569,11808.07884,13046.68851,21159.58184,17959.8402,13645.34985,-0.387023566,0.149201399,0.675031646,-0.13042439,-0.211586552
600410.SH,0.721491243,0.425692046,0.49253464,0.627645197,0.83548574,6459.585724,11328.04428,9734.866373,7438.492703,5361.859,-0.438843726,0.759385666,-0.139007371,-0.233293679,-0.277117873
600415.SH,0.61915766,0.618109272,0.452059836,0.548605923,0.530917158,18996.81747,21065.23886,29992.11011,26632.67975,28747.02868,-0.384721453,0.124961318,0.437156072,-0.111244102,0.095322062
