Stock,证券名称,Return_Y1,Return_Y2,Return_Y3,Return_Y4,Return_Y5,MarketCap_Y1,MarketCap_Y2,MarketCap_Y3,MarketCap_Y4,MarketCap_Y5,PB_Y1,PB_Y2,PB_Y3,PB_Y4,PB_Y5
600032.SH,浙江新能,0,0,0,1064.3,-25.23,2389.92,3215.68,0,0,0,0,0,0,0,0.04
600033.SH,福建高速,-16.06,8.3,-12.78,11.21,9.04,7958.76,7739.21,7217.77,8425.31,10017.06,0.01,0.01,0.01,0.01,0.01
600035.SH,楚天高速,-42.24,19.87,-10.47,11.1,12.64,5458.29,5071.87,4668.8,5201.34,7572.1,0.02,0.01,0.01,0.01,0.01
600036.SH,招商银行,-10.61,54.75,20.31,16.46,-20.34,768634.47,1004835.88,906642.11,775235.73,598651.97,0.02,0.01,0.02,0.02,0.02
600037.SH,歌华有线,-33.61,6.86,7.13,-5.33,-3.14,11329.07,12080.63,12804.36,12539.92,15176.89,0.01,0.01,0.01,0.01,0.01
600038.SH,中直股份,-19.74,29.29,34.29,35.24,-43.56,27357.61,47334.98,36966.08,28123.93,27428.35,0.04,0.03,0.04,0.04,0.05
600039.SH,四川路桥,-18.57,3.99,40.58,190.84,-2.06,52735,43916.47,16283.47,11615.76,12290.31,0.01,0.01,0.01,0.01,0.02
600048.SH,保利发展,-14.56,44.13,2.74,6.84,3.85,181112.81,187092.78,189327.68,193070.68,166069.22,0.02,0.01,0.02,0.01,0.01
600050.SH,中国联通,-18.46,15.31,-23.85,-9.45,18.34,138711.61,120869.68,136196.2,124847.95,122148.95,0.02,0.01,0.01,0.01,0.01
600051.SH,宁波联合,-42.48,14.4,54.65,-13.84,3.12,2344.04,2322.27,2769.94,1865.28,2931.6,0.01,0.01,0.01,0.01,0.01
600052.SH,东望时代,-24.61,62.18,-32.8,80.63,10.16,4609.3,4389.81,2498.82,3923.05,3304.08,0.02,0.01,0.01,0.01,0.01
600053.SH,九鼎投资,-1.51,11.67,-15.79,-20.59,-6.64,6407.73,6767.57,8475.72,11024.94,10357.29,0.06,0.05,0.05,0.03,0.02
600054.SH,黄山旅游,-33.65,-0.89,-0.52,10.66,32.64,7796.04,6001.34,5658.4,6056.1,9408.82,0.03,0.02,0.02,0.02,0.02
600055.SH,万东医疗,-46.27,20.65,0.42,144.5,-17.95,10567.55,12876.83,5473.06,5581.22,7733.33,0.05,0.02,0.03,0.02,0.06
600056.SH,中国医药,-49.54,7.38,14.32,-13.88,112.93,25764.91,12614.36,15305.99,13938.81,25192.07,0.03,0.02,0.02,0.02,0.01
600057.SH,厦门象屿,-23.23,4.99,52.5,52.4,31.31,21936.23,18134.23,12987.87,8953.43,9362.77,0.02,0.01,0.01,0.01,0.02
600058.SH,五矿发展,-47.06,23.83,-6.42,26.67,-5.96,9229.15,9936.61,7857.11,8596.72,12948.68,0.03,0.02,0.02,0.02,0.02
600059.SH,古越龙山,-29.6,31.21,106.83,-29.44,-20.31,8851.08,11148.16,13753,6880.54,7592.04,0.02,0.01,0.02,0.03,0.02
600060.SH,海信视像,-42.14,27,7.42,26.24,1.96,17454.16,17338.14,15021.36,14197.02,19653.39,0.01,0.01,0.01,0.01,0.01
600061.SH,国投资本,-32.05,71.56,1.74,-5.34,-20.84,41057.71,52815.98,58461.2,63191.82,25863.97,0.02,0.01,0.02,0.01,0.01
600062.SH,华润双鹤,-42.01,10.54,-4.68,15.6,46.21,18327.38,13948.09,12508.42,13614.25,16979.37,0.03,0.02,0.02,0.01,0.01
600063.SH,皖维高新,-38.22,71.98,-5.55,76.59,-2.65,11266.48,11805.73,7048.77,7549.51,5685.22,0.01,0.01,0.02,0.01,0.02
600064.SH,南京高科,-10.81,27.31,9.91,-3.17,5.86,11437.55,11543.84,12693.28,12050.58,10961.39,0.01,0.01,0.01,0.01,0.01
600066.SH,宇通客车,-50.32,25.48,29.69,-32.94,-27.9,16626.68,24397.61,37459.85,31548.63,53289.52,0.04,0.02,0.02,0.03,0.02
600067.SH,冠城大通,-42.5,9.58,-8.25,10.85,-21.86,4314.17,5893.84,5446.2,5938.6,9728.56,0.01,0.01,0.01,0.01,0.01
600070.SH,ST富润,-32.31,50.93,-9.28,-14.31,-24.85,2817.37,3714.26,4436.54,4259.01,3441.32,0.02,0.01,0.02,0.01,0.02
600071.SH,凤凰光学,-56.23,54.82,-0.18,369.29,-62.49,5935.58,12220.33,2709.56,2721.43,3965.79,0.11,0.04,0.04,0.06,0.28
600072.SH,中船科技,-47.46,95.37,2.68,19.16,-18.88,8761.37,10786.06,10049.81,9851.02,7828.15,0.03,0.01,0.03,0.03,0.03
600073.SH,上海梅林,-8.06,8.33,33.23,-20.55,1.08,7454.95,7586.23,9649.24,7473.7,7614.36,0.02,0.02,0.02,0.02,0.02
600075.SH,新疆天业,-42.31,14.5,13.57,51.33,-32.2,6940.24,10349.56,5494.75,4920.96,6467.75,0.02,0.01,0.01,0.01,0.01
600076.SH,康欣新材,-44.04,7.78,-16.13,5.11,-23.94,3020.05,3919.86,3754.38,4540.42,5552.52,0.02,0.01,0.01,0.01,0.01
600077.SH,*ST宋都,-27.89,17.62,6.6,-11.34,-1.15,3551.32,3631.73,4127.58,4006.97,4770.84,0.01,0.01,0.01,0.01,0.01
600078.SH,ST澄星,-40.38,65.16,-24.1,143.94,18.53,7699.1,6201.68,2617.16,3418.88,3498.38,0.02,0.01,0.02,0.02,-0.16
600079.SH,人福医药,-43.33,34.18,169.39,-33.35,9.09,34816.95,31223.77,45863.5,17374.52,18866.77,0.02,0.01,0.02,0.05,0.03
600080.SH,金花股份,-12.41,-15.6,-5.32,56.79,-3.19,2915.24,3184,1706.6,1840.93,2494.27,0.02,0.02,0.01,0.01,0.02
600081.SH,东风科技,-39.76,64.06,55.06,-25.61,-22.03,3232.8,4286.37,5556.28,3627.89,3759.58,0.03,0.02,0.03,0.04,0.02
600082.SH,海泰发展,-25.85,-10.71,-27.19,1.74,10.61,2105.99,1922.04,1921.9,2549.84,3807.9,0.02,0.02,0.02,0.01,0.01
600083.SH,博信股份,-11.5,18.82,-73.32,1.64,27.11,1655.23,1304.12,1297.28,4856.26,4621.42,0.84,0.53,2.4,-0.61,-6.62
600084.SH,中葡股份,-61.95,-11.83,-12.98,77.88,85.64,8180.73,4494.91,2550.86,2921.69,7506.49,0.04,0.01,0.01,0.01,0.02
600085.SH,同仁堂,-14.41,5.58,-13.81,96.32,10.22,61277.29,61688.73,32778.14,38648.03,44216.2,0.05,0.04,0.04,0.03,0.06
600088.SH,中视传媒,-24.41,62.7,-11.11,1.92,-12.59,3929.34,4533.85,4732.71,5293.47,4378.08,0.04,0.03,0.04,0.04,0.04
600089.SH,特变电工,-30.04,0.43,58.67,123.08,-0.51,78020.15,80203.61,37700.27,24700.18,36808.84,0.01,0.01,0.01,0.01,0.02
600094.SH,大名城,-48.26,62.63,-30.22,-11.61,-11.38,7558.97,8488.69,9639.48,13853.26,16819.81,0.02,0.01,0.01,0.01,0.01
600095.SH,湘财股份,-40.51,170.41,65.63,-23.77,-24.82,8541.11,9681.22,5274.45,3547.61,2239.83,0.03,0.02,0.04,0.04,0.02
600096.SH,云天化,-30.74,5.93,15.58,232.69,9.35,36074.3,33027.27,8020.77,7003.31,8034.45,0.03,0.02,0.02,0.02,0.04
600097.SH,开创国际,-39.06,-2.35,4.98,13.43,-2.69,2585.25,2775.59,2462.37,2235.58,3421.88,0.05,0.02,0.01,0.01,0.01
600098.SH,广州发展,-19.16,17.87,0.55,25.47,-30.72,17797.72,21807.41,17774.8,17829.33,19274.21,0.01,0.01,0.01,0.01,0.01
600099.SH,林海股份,-42.57,17.56,-6.89,39.98,2.29,1915.11,1855.95,1347.59,1454.96,2129.85,0.05,0.03,0.03,0.03,0.04
600100.SH,同方股份,-0.56,-10.1,-28.86,-1.49,-26.97,12774.4,17872.31,18376.17,25993.39,21539.25,0.01,0.01,0.02,0.01,0.01
600101.SH,明星电力,-28.11,37.94,-15.08,30.5,17.29,3582.18,3253.46,2499.1,2933.17,2992.17,0.01,0.01,0.01,0.01,0.01
600103.SH,青山纸业,-32.48,5.25,-10.23,50.68,-19.56,5188.09,6502.41,4358,4773.04,3981.91,0.02,0.01,0.01,0.01,0.02
600104.SH,上汽集团,-12.5,-6.07,7.95,-12.94,-27.55,168358.68,241029.81,285543.8,274356.87,353259.15,0.02,0.01,0.01,0.01,0.01
600105.SH,永鼎股份,-22.29,21.09,-16.62,44.08,-35.85,4708.93,7415.49,5164.39,5572.41,4967.65,0.02,0.02,0.02,0.02,0.03
600106.SH,重庆路桥,-20.51,15.42,-1.74,72.35,3.62,6591.96,5980.61,3561.79,3757.52,4253.68,0.01,0.01,0.01,0.01,0.01
600107.SH,美尔雅,-56.13,20.65,34.33,-34.67,3.99,2221.2,2138.4,3294,2451.6,4546.8,0.08,0.04,0.04,0.06,0.03
600108.SH,亚盛集团,-36.47,10.65,29.44,-5.23,-9.39,6113.31,6872.61,7203.59,5665.52,8001.82,0.02,0.01,0.01,0.01,0.02
600109.SH,国金证券,-25,31.32,77.42,-27.83,-23.21,27938.8,34265.99,49206.33,28126.54,28852.39,0.02,0.01,0.01,0.02,0.01
600110.SH,诺德股份,-57.7,15.67,99.68,82.86,-51.28,11179.61,21104.75,10640.39,5383.46,10858.95,0.05,0.02,0.02,0.06,0.06
600111.SH,北方稀土,-40.58,24.71,20.52,277.17,-45.53,90557.4,166394.42,47556.83,39382.44,53006.43,0.06,0.04,0.04,0.05,0.12
600112.SH,ST天成,-22.09,-46.4,-44.12,205.52,43.53,2423.82,1772.03,605.95,1069.33,2505.29,0.02,0.02,0.01,0.03,-0.18
600113.SH,浙江东日,-30.35,12.66,-7.59,3.91,38,3600.02,2756.59,2698.99,2949.96,3256.09,0.05,0.03,0.02,0.02,0.02
600114.SH,东睦股份,-39.7,46.7,-9.72,56.91,-27.87,5239.26,7242.51,4783.8,5235.19,6668.9,0.03,0.02,0.02,0.02,0.03
600115.SH,中国东航,-42.54,22.92,-19.1,14.27,8.9,61951.1,50611.79,45903.71,56987.3,80527.67,0.02,0.01,0.01,0.01,0.02
600116.SH,三峡水利,-16.79,5.09,13.63,44.36,-22.52,13507.59,15785.82,8361.11,7536.91,7903.25,0.03,0.03,0.03,0.02,0.02
600117.SH,*ST西钢,-41.3,5.44,7.87,11.16,-26.05,3250.32,4368.59,3961,3731.07,4217.54,0.02,0.01,0.03,0.03,0.04
600118.SH,中国卫星,-31.75,24.62,51.58,-12.95,-20.94,25482.64,32104.58,38052.5,25269.79,29857.85,0.06,0.04,0.05,0.07,0.05
600119.SH,长江投资,-47.37,-26.33,42.97,0.54,-12.1,2071.88,2366.98,2348.54,1672.26,4205.23,0.05,0.04,0.2,0.14,0.08
600120.SH,浙江东方,-33.94,27.99,-4.72,-2.82,-22.19,10339.87,12801.75,13300.81,10567.9,12439.7,0.02,0.01,0.01,0.01,0.01
600121.SH,郑州煤电,-52.75,-0.37,308.48,-47.95,5.6,6140.8,5824.01,11355.6,2887.64,6102.21,0.02,0.01,0.01,0.05,0.03
600122.SH,*ST宏图,-63.31,-27.56,-60.21,102.48,-27.22,1760.55,2513.42,1239.34,3069.38,11218.29,0.01,0.01,0.01,0.01,0.2
600123.SH,兰花科创,-27.22,2.67,-7.2,65.46,50.68,15239.62,10704.29,6545.95,7334.21,10475.81,0.01,0.01,0.01,0.01,0.01
600125.SH,铁龙物流,-35.47,-13.32,2.07,-17.36,6.8,7128.15,6736.49,7859.24,7807.02,14125.75,0.03,0.02,0.01,0.01,0.01
600126.SH,杭钢股份,-15.05,11.83,11.2,0.18,-15.98,13947.79,17324.98,17865.33,16514.45,6368.39,0.01,0.01,0.01,0.01,0.01
600127.SH,金健米业,-38.34,41.89,192.24,-25.12,-8.91,4935.31,5429.49,7220.06,2573.55,2926.53,0.04,0.02,0.03,0.1,0.07
600128.SH,弘业股份,-16.34,-5.04,-13.43,17.54,7.87,1919.85,1828.55,1591.65,1858.16,2339.36,0.02,0.01,0.01,0.01,0.01
600129.SH,太极集团,-49.91,38.51,21.76,70.67,48.86,16740.14,12507.77,7250.07,6184.04,6979.72,0.06,0.01,0.02,0.02,0.04
600130.SH,波导股份,-52.78,3.77,2.52,10.18,8.52,3417.6,3148.8,2880,2810.88,5621.76,0.06,0.03,0.03,0.03,0.03
600131.SH,国网信通,-11.3,235.64,-28.3,59.84,-33.5,16439.97,11803.68,7687.25,8079.8,2746.3,0.03,0.02,0.17,0.04,0.05
600132.SH,重庆啤酒,53.65,74.3,137.91,29.73,-17.48,61648.25,73234.52,57587.73,25147.14,10095.64,0.09,0.13,0.19,0.48,0.45
600133.SH,东湖高新,-31.68,-14.91,4.28,0.03,5.8,4375.89,4311.91,4313.74,3715.4,4997.55,0.03,0.01,0.01,0.01,0.01
600135.SH,乐凯胶片,-48.75,27.21,1.89,18.65,-9.01,4183,3567.56,2696.73,2651.97,4000.2,0.02,0.01,0.02,0.02,0.02
600136.SH,*ST明诚,-42.17,52.43,-44.73,3.97,-73.96,868.79,3262.11,3330.27,5988.65,3840.2,0.03,0.01,0.02,0.01,0.02
600137.SH,浪莎股份,-50.85,23.78,-18.13,10.5,2.66,1426.18,1424.24,1331.88,1514.65,2482.94,0.05,0.03,0.03,0.03,0.03
600138.SH,中青旅,-38.76,-1.2,-19.24,4,48.54,10995.13,7513.46,7426.6,9120.38,15106.54,0.03,0.02,0.01,0.01,0.01
600141.SH,兴发集团,-26.61,1.93,8.42,262.53,-22.74,32057.05,36955.64,9282.32,7336.29,8462.18,0.02,0.01,0.01,0.01,0.04
600143.SH,金发科技,-23.78,51.56,142.66,-24.66,-21.93,24938.4,32376.17,44111.89,18735.97,16819.2,0.02,0.01,0.02,0.03,0.02
600148.SH,长春一东,-43.25,-5.59,10.37,24.91,-24.7,1921.79,2479.37,2056.23,1887.83,3481.3,0.09,0.05,0.04,0.04,0.05
600149.SH,廊坊发展,-55.55,12.48,-11.13,8.2,23.75,2356.99,1950.22,1805.76,2033.86,3987.88,0.22,0.09,0.1,0.09,0.12
600150.SH,中国船舶,-47.74,68.73,-17.68,44.13,-9.39,54436.9,60569.6,24378.9,29987.84,33998.16,0.02,0.01,0.02,0.02,0.02
600151.SH,航天机电,-48.79,20.23,84.41,66.11,-42,11689.16,19864.39,12406.28,6798.36,10540.2,0.02,0.01,0.01,0.02,0.04
600152.SH,维科技术,-26.11,17.82,8.17,10.91,80.71,7246.85,3380.79,2220.34,2029.85,2268.71,0.02,0.02,0.02,0.02,0.02
600153.SH,建发股份,-35.86,35.61,-1.17,18.17,63.05,38825.6,25715.27,23277,25488.45,31527.43,0.01,0.01,0.01,0.01,0.01
600155.SH,华创阳安,-26.81,89.19,-4.17,-20.31,-36.06,11307.12,17325.98,22944.75,24405.98,11541.92,0.01,0.01,0.02,0.02,0.01
600156.SH,华升股份,-23.55,9.53,-8.83,3.27,14.37,1906,1688.86,1660.72,1797.43,2135.21,0.03,0.03,0.03,0.02,0.02
600157.SH,永泰能源,-61.16,6.89,-6.44,42.28,-13.92,33993.18,40436.33,29771.8,17768.89,19578.08,0.02,0.01,0.01,0.01,0.01
600158.SH,中体产业,-13.71,13.51,24.64,24.47,-39.02,6303.76,10917.86,8060.89,6594.68,6759.05,0.05,0.05,0.05,0.06,0.06
600159.SH,大龙地产,-37.26,7.9,1.7,24.97,-1,2506.61,2548.11,2108.21,2116.51,3170.61,0.01,0.01,0.01,0.01,0.01
600160.SH,巨化股份,-18.67,12.39,13.64,63.92,22.9,41873.06,34853.72,21894.94,19984.81,21737.7,0.02,0.01,0.02,0.02,0.03
600161.SH,天坛生物,-3.39,59.87,88.19,-31.35,-1.07,39102.52,39767.14,52310.16,29207.55,19292.38,0.07,0.06,0.08,0.12,0.05
600162.SH,香江控股,-32.36,8.73,-11.94,12.09,-4.46,6111.98,7131.14,6553.86,6824.78,5979.49,0.02,0.02,0.02,0.01,0.01
600163.SH,中闽能源,-22.03,9.03,23.85,114.19,-40.47,6197.85,10121.99,4137.79,3458.15,3052.18,0.02,0.02,0.02,0.02,0.04
600165.SH,宁科生物,-70.7,-20.98,92.91,91.31,-50.61,4629.81,9197.99,5020.2,2650.5,10999.23,0.14,0.04,0.03,0.06,0.1
600166.SH,福田汽车,-35.87,15.23,53,9.8,-19.03,18476.29,22618.66,20711.85,13742.15,18743.07,0.01,0.01,0.01,0.01,0.01
600167.SH,联美控股,-22.09,94.69,-11.23,-17.23,-29.08,14460.92,20615.96,25970.16,30111.65,4920.52,0.03,0.02,0.04,0.03,0.02
600168.SH,武汉控股,-30.92,18.84,4.91,0.88,-8.55,4314.18,4846.36,4881.84,4747.02,5953.29,0.01,0.01,0.01,0.01,0.01
600169.SH,太原重工,-36.36,4.6,-7.06,35.08,-16.62,6102.21,7358.55,5538.14,5974.02,8871.28,0.02,0.01,0.01,0.02,0.02
600170.SH,上海建工,-15.61,21.6,-11.24,26.98,-25.25,23151.43,32055.83,26802.24,30043.66,31571.3,0.01,0.01,0.01,0.01,0.01
600171.SH,上海贝岭,-43.13,71.39,-12.64,91.08,-32.1,12238.3,17984.12,9808.53,10612.47,10962.85,0.06,0.03,0.04,0.03,0.05
600172.SH,黄河旋风,-66.26,-4.7,13.85,233.05,-54.39,6177.08,12438.1,4015.45,3453.25,10194.36,0.03,0.01,0.01,0.01,0.04
600173.SH,卧龙地产,-34.46,42.64,-0.49,38.58,-15.52,3628.16,4552.71,3495.08,3645.98,4205.33,0.02,0.01,0.01,0.01,0.01
600176.SH,中国巨石,-28.24,15.83,89.79,5.52,-22.88,54883,72857.09,69906.04,38175.14,47543.82,0.04,0.02,0.03,0.04,0.03
600177.SH,雅戈尔,-18.18,44.67,6.85,4.48,-0.36,28901.49,31023.53,33282.53,34947.76,32841.87,0.01,0.01,0.01,0.01,0.01
600178.SH,东安动力,-37.97,14.66,61.16,19.4,-31.92,2790.96,4066.3,3511.81,2217.98,3105.18,0.02,0.01,0.01,0.02,0.02
600179.SH,安通控股,-63.19,-34.81,-7.55,-5.11,-14.24,12049.58,13582.44,14295.43,2950.54,11908.98,0.09,0.03,0.03,-0.12,0.02
600180.SH,瑞茂通,-32.58,-0.44,-25.08,38.98,-21.53,5953.77,7257.65,5295.85,7095.01,9186.47,0.02,0.01,0.01,0.01,0.01
600182.SH,S*ST佳通,-38.7,10.44,-4.69,-12.5,5.21,2380,2288.2,2599.3,2757.4,4063,0.1,0.06,0.06,0.05,0.04
600183.SH,生益科技,-13.02,117.2,39.29,-15.05,-37.5,33538.41,54438.08,64509.49,47617.92,25156.45,0.05,0.04,0.06,0.07,0.04
600184.SH,光电股份,-47.5,16.87,-0.33,49.34,-35.75,5698.12,8155.44,5743.91,5769.35,7671.7,0.04,0.02,0.02,0.02,0.03
600185.SH,格力地产,-24.22,20.03,32.74,-3.85,57.08,19660.61,13437.79,13314.65,9975.68,11701.25,0.02,0.01,0.01,0.02,0.01
600186.SH,莲花健康,-39.09,47.95,14.87,6.14,-7.39,4747.65,4153.57,3891.39,2941.81,3249.79,1.14,-0.31,-0.14,0.11,0.04
600187.SH,国中水务,-48.18,3.73,-1.61,6.78,40.71,5712.79,4267.15,4134.84,3726.4,6812.32,0.02,0.01,0.01,0.01,0.01
600188.SH,兖矿能源,-38.27,41.54,2.25,151.7,54.21,100302.24,69982.55,29806.77,31256.33,42977.31,0.02,0.01,0.01,0.01,0.02
600189.SH,泉阳泉,-33.57,1.92,299.65,-42.95,-12.39,4744.76,5313.54,8267.56,1812.64,1291.07,0.03,0.01,0.01,0.07,0.04
600190.SH,锦州港,-36,15.7,0.34,-5.08,26.35,6708.31,5423.83,5745.11,5923.96,8112.79,0.01,0.01,0.01,0.01,0.01
600191.SH,华资实业,-47.01,32.88,36.29,-44.52,45.31,2526.5,1740.91,3404.22,2521.65,3549.7,0.02,0.01,0.01,0.02,0.01
600192.SH,长城电工,-35.75,22.22,1.33,11.75,-3.98,2522.38,2579.81,2301.51,2270.58,2875.78,0.01,0.01,0.01,0.01,0.01
600193.SH,创兴资源,-42.75,23.88,23.21,42.4,-10.23,2501.19,2798.95,2007.76,1646.19,2297.01,0.17,0.07,0.07,0.08,0.09
600195.SH,中牧股份,-23.66,56.09,36.62,7.57,-8.62,11865.74,13274.03,13009.97,9729.81,8471.36,0.02,0.02,0.02,0.03,0.03
600196.SH,复星医药,-48.11,16.16,111.27,-5.06,-27.61,70866.16,98416.29,108571.62,53491.48,84986.5,0.04,0.02,0.02,0.04,0.03
600197.SH,伊力特,-44.68,25.95,84.85,-3.41,-10.58,11581.95,12799.27,13217.02,7069.28,10328.22,0.05,0.02,0.03,0.05,0.04
600198.SH,大唐电信,-40.93,60.17,-5.28,-14.06,-33.88,5212.29,7792.02,9059.88,9412.06,9798.41,0.05,-0.48,-0.27,-0.47,-0.08
600199.SH,金种子酒,-41.36,37.68,217.26,-16.14,60.3,17576.33,10255.4,11771.57,3462.48,4273.91,0.02,0.01,0.01,0.05,0.04
600200.SH,江苏吴中,-49.41,-9.34,5.84,61.44,-7.01,5418.34,6105.17,3832.65,3823.91,8176.34,0.03,0.01,0.02,0.02,0.03
600201.SH,生物股份,-31.84,15.69,10.65,-21.61,-44.96,10094.53,18318.04,23395.99,21083.22,27246.04,0.07,0.04,0.04,0.05,0.03
600202.SH,哈空调,-47.37,49.77,-12.74,17.8,3.6,1928.2,1893.7,1613.86,1870.7,2353.71,0.04,0.02,0.03,0.02,0.02
600203.SH,福日电子,-52.01,48.53,59.82,7.73,-40.75,3309.23,4687.71,4537.08,2921.26,2692.16,0.02,0.01,0.01,0.02,0.03
600206.SH,有研新材,-46.44,89.84,12.05,26.72,-26.89,10869.74,13826,11242.14,10233.1,10048.56,0.04,0.02,0.03,0.04,0.04
600207.SH,安彩高科,-36.71,7.8,42.96,4.75,-5.75,5393.47,5850.84,5773.18,4030,4671.3,0.03,0.02,0.03,0.03,0.03
600208.SH,新湖中宝,-44.53,33.86,-17.25,-1.06,-14.57,21839.36,25622.55,26654.33,32501.09,44882.46,0.01,0.01,0.01,0.01,0.01
600210.SH,紫江企业,-20.62,7.76,20.93,125.15,-41.69,7583.68,13923.64,6597.8,5718.1,6838.86,0.02,0.01,0.01,0.01,0.03
600211.SH,西藏药业,-11.58,9.72,217.43,-20.02,-28.9,8905.93,12982.03,16681.26,4576.75,4884.51,0.03,0.02,0.02,0.07,0.05
600212.SH,绿能慧充,-59.55,6.05,-22.67,29.83,98.53,3986.12,2092.84,1632.31,2113.31,4809.95,0.06,0.03,0.06,0.07,0.08
600213.SH,亚星客车,-44.69,45.99,4.74,-4.74,46.12,2668.6,1815,1991,1909.6,2347.4,0.15,0.07,0.09,0.23,-0.23
600215.SH,派斯林,-37.55,-1.96,-15.18,57.37,-30.42,2669.29,3827.22,2511.18,3050.62,4957.25,0.02,0.01,0.01,0.01,0.03
600216.SH,浙江医药,-35.81,57.75,11.5,29.3,-29.32,11202.48,16484.31,13125.68,12884.4,12722.3,0.02,0.01,0.02,0.02,0.02
600217.SH,中再资环,-37.91,25.88,12.88,26.46,-38.03,6832.21,10512.15,7970.91,6752.82,4681.29,0.06,0.03,0.04,0.04,0.04
600218.SH,全柴动力,-36.96,154.07,-18.51,61.84,-39.88,3581.88,5295.32,3366.73,4122.68,2625.54,0.01,0.01,0.02,0.02,0.02
600219.SH,南山铝业,-37.09,8.7,45.24,52.48,-29.74,38286.97,56286.77,37763.52,21923.64,26083.7,0.01,0.01,0.01,0.01,0.01
600220.SH,江苏阳光,-32.11,10.11,27.97,-7.69,4.6,4850.69,4743.69,5082.52,4066.02,5457.02,0.03,0.02,0.02,0.02,0.02
600221.SH,海航控股,-41.62,-8.17,-12.42,25.51,1.69,61886.79,61720.27,25445.56,29137.9,53741.67,0.01,0.01,0.01,0.01,-0.02
600222.SH,太龙药业,-36.79,35.39,16.4,83.44,-28.33,3655.66,5153.5,2875.17,2606.65,2860.35,0.02,0.01,0.02,0.02,0.03
600223.SH,鲁商发展,-20.94,184.59,12.46,61.23,-19.4,10765.46,13371.27,8595.24,8438.16,3873.75,0.02,0.01,0.03,0.03,0.04
600225.SH,卓朗科技,-32.76,-13.76,-55.08,138.25,108.41,21714.22,10737.8,1268.78,2761.33,4277.77,0.03,0.02,0.03,-0.09,-0.03
600226.SH,瀚叶股份,-39.47,13.3,-44.48,33.11,-0.87,7320.64,7321.89,4262.84,6257.61,9090.55,0.03,0.02,0.02,0.01,0.03
600227.SH,圣济堂,-62.12,-9.27,12.31,37.37,-18.58,3872.88,4844.3,3578.9,3208.23,8829.89,0.03,0.01,0.01,0.01,0.02
600228.SH,返利科技,-26.14,-26.37,79.55,-38.77,1.61,1727.85,1669.93,2661.76,1510.66,2734.16,4.72,0.33,0.26,0.52,0.17
600229.SH,城市传媒,-11.11,8.83,-2.29,15.33,-5.27,4745.44,5272.74,4732.13,4984.88,3300.65,0.02,0.02,0.02,0.02,0.02
600230.SH,沧州大化,-47.06,-35.89,-12.14,61.13,16.54,6791.63,5864.94,3743.84,4254.55,12503,0.05,0.02,0.01,0.01,0.02
600231.SH,凌钢股份,-42.56,4.87,-6.12,10.14,-15.72,6132.13,7586.68,6955.5,7648.19,8200.82,0.02,0.01,0.01,0.01,0.01
600232.SH,金鹰股份,-34.81,31.39,-11.55,1.97,4.63,1991.36,1973.13,2027.84,2341.49,2811.98,0.02,0.02,0.02,0.02,0.02
600233.SH,圆通速递,-40.77,28.82,-8.42,49.98,22.09,69136.18,52793.61,36312.91,35872.35,13121.41,0.05,0.03,0.03,0.02,0.03
600234.SH,科新发展,-43.82,14.57,4.57,9.91,-33.49,1411.05,2069,1898.94,1824.04,2797.8,0.32,0.23,0.29,0.18,0.04
600235.SH,民丰特纸,-5.93,-6.21,-5.33,27.66,-14.63,1956.74,2192.11,1752.99,2037.54,2308.04,0.02,0.02,0.02,0.01,0.02
600236.SH,桂冠电力,3.3,18.43,-4.15,49.42,-7.38,45402.5,50604.87,35155.4,38544.83,20725.71,0.02,0.02,0.03,0.02,0.03
600237.SH,铜峰电子,-39.71,7.17,26.98,119.36,-35.09,3589.39,5333.29,2550.95,1986.58,3036.31,0.02,0.01,0.02,0.02,0.05
600238.SH,海南椰岛,-43.01,25.85,46.93,123.3,-10.9,7120.03,8090.13,3880.41,2634.41,3635.66,0.04,0.04,0.04,0.08,0.15
600239.SH,云南城投,-45.16,3.3,-16.63,-3.84,-17.98,3098.98,3709.14,3885.76,4640.44,8381.69,0.02,0.01,0.01,0.03,0.05
600241.SH,ST时万,-45.17,-11.76,-38.56,204.23,2.48,2872.39,2763.5,947.65,1277.96,1991.34,0.05,0.01,0.01,0.01,0.03
600242.SH,*ST中昌,-6.61,-52.15,-70.91,9.89,-57.63,518.99,1232.03,1123.72,3247.48,4927.84,0.04,0.04,0.02,0.02,0.03
600243.SH,青海华鼎,-44.1,13.79,-38.1,63.71,-8.85,1816.84,1987.99,1220,1926.55,1617.69,0.02,0.01,0.01,0.01,0.02
600246.SH,万通发展,-16.15,61.34,36.99,55,-40.97,12919.72,21895.74,14316.44,10804.09,4855.03,0.01,0.01,0.01,0.02,0.03
600248.SH,陕西建工,-29.27,15.43,6.66,3.68,-9.47,6092.78,6031.4,3014.18,2889.41,3366.14,0.02,0.02,0.01,0.05,0.01
600249.SH,两面针,-47.16,26.97,3.81,17.15,-4.14,2887.5,2997.5,2607,2513.5,3028.5,0.02,0.01,0.01,0.01,0.01
600250.SH,南纺股份,-36.66,-18.95,-16.85,-7.6,17.12,1574.32,1347.49,1450.1,1671.15,3197.44,0.11,0.05,0.03,0.02,0.02
600251.SH,冠农股份,-37.1,11.01,36.11,29.6,-9.29,6534.52,7342.59,5714.35,4285.24,6113.92,0.03,0.02,0.02,0.02,0.03
